bug_name,buggy_line_key,# of failing Tcs,# of lines executed by failing TCs,# of mutants,# of uncompilable mutants,# of mutans on buggy line,# of uncompilable mutants on buggy line,# of compilable mutants on buggy line,total p2f (all mutants),total f2p (all mutants),# of functions,# of function with same highest met score,met score of highest rank,rank of buggy function (function level) (met),met score of buggy function,# of function with same highest muse score,muse score of highest rank,rank of buggy function (function level) (muse),muse score of buggy function
fisheye.MUT239.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#initUndistortRectifyMap(cv::InputArray K, cv::InputArray D, cv::InputArray R, cv::InputArray P, const cv::Size & size, int m1type, cv::OutputArray map1, cv::OutputArray map2)#562",1,139,1534,220,20,2,18,3326,3,595,1,1.0,1,1.0,1,0.0394736842105263,1,0.0394736842105263
calibration.MUT1614.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvStereoRectifyUncalibrated(const CvMat * _points1, const CvMat * _points2, const CvMat * F0, CvSize imgSize, CvMat * _H1, CvMat * _H2, double threshold)#3105",1,2693,1475,124,5,0,5,5096,7,595,1,1.0,1,1.0,1,0.0357142857142857,1,0.0357142857142857
calibration.MUT2111.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#stereoRectify(cv::InputArray _cameraMatrix1, cv::InputArray _distCoeffs1, cv::InputArray _cameraMatrix2, cv::InputArray _distCoeffs2, cv::Size imageSize, cv::InputArray _Rmat, cv::InputArray _Tmat, cv::OutputArray _Rmat1, cv::OutputArray _Rmat2, cv::OutputArray _Pmat1, cv::OutputArray _Pmat2, cv::OutputArray _Qmat, int flags, double alpha, cv::Size newImageSize, cv::Rect * validPixROI1, cv::Rect * validPixROI2)#4221",4,1960,1587,236,20,8,12,6632,5,595,1,1.0,1,1.0,1,0.0641025641025641,1,0.0641025641025641
fisheye.MUT618.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#ComputeExtrinsicRefine(const class cv::Mat & imagePoints, const class cv::Mat & objectPoints, class cv::Mat & rvec, class cv::Mat & tvec, class cv::Mat & J, const int MaxIter, const struct cv::internal::IntrinsicParams & param, const double thresh_cond)#1304",6,732,1354,228,14,6,8,4626,8,595,1,0.7071067811865476,1,0.7071067811865476,1,0.037037037037037,1,0.037037037037037
stereobm.MUT520.cpp,"opencv_calib3d/modules/calib3d/src/stereobm.cpp#findStereoCorrespondenceBM(const class cv::Mat & left, const class cv::Mat & right, class cv::Mat & disp, class cv::Mat & cost, const struct cv::StereoBMParams & state, int _dy0, int _dy1, const class cv::BufferBM & bufX, size_t bufNum)#951",1,423,1749,150,20,0,20,970,7,595,1,1.0,1,1.0,1,0.0416666666666666,1,0.0416666666666666
fisheye.MUT34.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#projectPoints(cv::InputArray objectPoints, cv::OutputArray imagePoints, cv::InputArray _rvec, cv::InputArray _tvec, cv::InputArray _K, cv::InputArray _D, double alpha, cv::OutputArray jacobian)#138",9,792,1451,194,20,0,20,11404,46,595,1,1.0,1,1.0,1,0.0273556231003039,1,0.0273556231003039
calibration.MUT1062.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvStereoCalibrateImpl(const CvMat * _objectPoints, const CvMat * _imagePoints1, const CvMat * _imagePoints2, const CvMat * _npoints, CvMat * _cameraMatrix1, CvMat * _distCoeffs1, CvMat * _cameraMatrix2, CvMat * _distCoeffs2, CvSize imageSize, CvMat * matR, CvMat * matT, CvMat * matE, CvMat * matF, CvMat * rvecs, CvMat * tvecs, CvMat * perViewErr, int flags, CvTermCriteria termCrit)#2131",1,726,1521,119,20,0,20,2428,1,595,1,1.0,1,1.0,1,0.0238095238095238,1,0.0238095238095238
fisheye.MUT47.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#projectPoints(cv::InputArray objectPoints, cv::OutputArray imagePoints, cv::InputArray _rvec, cv::InputArray _tvec, cv::InputArray _K, cv::InputArray _D, double alpha, cv::OutputArray jacobian)#161",7,549,1297,224,20,7,13,5609,26,595,1,1.0,1,1.0,1,0.0211640211640211,1,0.0211640211640211
rho.MUT660.cpp,"opencv_calib3d/modules/calib3d/src/rho.cpp#sacTRInv8x8(const float (*)[8] L, float (*)[8] M)#2495",1,999,1627,93,20,0,20,3503,0,595,595,0.0,595,0.0,595,0.0,595,0.0
fundam.MUT48.cpp,"opencv_calib3d/modules/calib3d/src/fundam.cpp#HomographyEstimatorCallback::runKernel(cv::InputArray _m1, cv::InputArray _m2, cv::OutputArray _model)#167",17,1817,1321,136,6,0,6,4014,199,595,4,0.2425356250363329,595,0.0,1,0.0035400144196106,595,0.0
calibinit.MUT658.cpp,opencv_calib3d/modules/calib3d/src/calibinit.cpp#ChessBoardDetector::findQuadNeighbors()#1666,4,771,1509,173,12,0,12,4709,21,595,1,1.0,1,1.0,1,0.0593734948573658,1,0.0593734948573658
rho.MUT420.cpp,"opencv_calib3d/modules/calib3d/src/rho.cpp#hFuncRefC(float * packedPoints, float * H)#1817",2,726,1529,92,20,0,20,4098,8,595,1,1.0,1,1.0,1,0.0423280423280423,1,0.0423280423280423
quadsubpix.MUT82.cpp,"opencv_calib3d/modules/calib3d/src/quadsubpix.cpp#find4QuadCornerSubpix(cv::InputArray _img, cv::InputOutputArray _corners, cv::Size region_size)#229",1,755,1605,131,5,0,5,7987,5,595,2,1.0,2,1.0,1,0.0555555555555555,1,0.0555555555555555
fisheye.MUT183.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#undistortPoints(cv::InputArray distorted, cv::OutputArray undistorted, cv::InputArray K, cv::InputArray D, cv::InputArray R, cv::InputArray P, class cv::TermCriteria criteria)#447",12,611,1285,233,20,4,16,2717,18,595,1,0.4082482904638631,2,0.2041241452319315,1,0.0456644328211833,1,0.0456644328211833
calibinit.MUT618.cpp,"opencv_calib3d/modules/calib3d/src/calibinit.cpp#ChessBoardDetector::checkQuadGroup(const int & quad_group, int & out_corners)#1593",4,842,1460,153,20,1,19,6270,106,595,1,1.0,1,1.0,1,0.0093457943925233,1,0.0093457943925233
solvepnp.MUT238.cpp,"opencv_calib3d/modules/calib3d/src/solvepnp.cpp#computeInteractionMatrixAndResiduals(const class cv::Mat & objectPoints, const class cv::Mat & R, const class cv::Mat & tvec, class cv::Mat & L, class cv::Mat & s)#625",2,958,1447,131,20,1,19,10514,4,595,1,1.0,1,1.0,1,0.04,1,0.04
fisheye.MUT703.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#InitExtrinsics(const class cv::Mat & _imagePoints, const class cv::Mat & _objectPoints, const struct cv::internal::IntrinsicParams & param, class cv::Mat & omckk, class cv::Mat & Tckk)#1449",6,462,1289,228,20,2,18,6578,22,595,1,1.0,1,1.0,1,0.0137299771167048,1,0.0137299771167048
rho.MUT583.cpp,"opencv_calib3d/modules/calib3d/src/rho.cpp#sacCalcJacobianErrors(const float * H, const float * src, const float * dst, const char * inl, unsigned int N, float (*)[8] JtJ, float * Jte, float * Sp)#2268",1,999,1635,90,20,0,20,3799,0,595,595,0.0,595,0.0,594,0.0,594,0.0
fisheye.MUT267.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#estimateNewCameraMatrixForUndistortRectify(cv::InputArray K, cv::InputArray D, const cv::Size & image_size, cv::InputArray R, cv::OutputArray P, double balance, const cv::Size & new_size, double fov_scale)#628",3,215,1481,214,20,3,17,9404,106,595,1,1.0,1,1.0,1,0.0092867241580145,1,0.0092867241580145
calibration_handeye.MUT56.cpp,opencv_calib3d/modules/calib3d/src/calibration_handeye.cpp#rot2quat(const class cv::Mat & R)#124,1,467,1328,226,20,0,20,4655,5,595,1,1.0,1,1.0,1,0.0412729095074455,2,0.0158321060382916
calibration.MUT1420.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvStereoRectify(const CvMat * _cameraMatrix1, const CvMat * _cameraMatrix2, const CvMat * _distCoeffs1, const CvMat * _distCoeffs2, CvSize imageSize, const CvMat * matR, const CvMat * matT, CvMat * _R1, CvMat * _R2, CvMat * _P1, CvMat * _P2, CvMat * matQ, int flags, double alpha, CvSize newImgSize, CvRect * roi1, CvRect * roi2)#2752",1,303,1506,151,20,0,20,16953,2,595,1,0.7071067811865475,1,0.7071067811865475,1,0.0158348697734545,1,0.0158348697734545
fisheye.MUT477.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#stereoCalibrate(cv::InputArrayOfArrays objectPoints, cv::InputArrayOfArrays imagePoints1, cv::InputArrayOfArrays imagePoints2, cv::InputOutputArray K1, cv::InputOutputArray D1, cv::InputOutputArray K2, cv::InputOutputArray D2, cv::Size imageSize, cv::OutputArray R, cv::OutputArray T, cv::OutputArrayOfArrays rvecs, cv::OutputArrayOfArrays tvecs, int flags, class cv::TermCriteria criteria)#1036",2,826,1475,262,20,1,19,6341,5,595,1,1.0,1,1.0,1,0.0165609211608506,1,0.0165609211608506
calibration_handeye.MUT439.cpp,"opencv_calib3d/modules/calib3d/src/calibration_handeye.cpp#calibrateRobotWorldHandEyeLi(const int & cRw, const int & ctw, const int & gRb, const int & gtb, cv::Matx33d & wRb, cv::Matx31d & wtb, cv::Matx33d & cRg, cv::Matx31d & ctg)#901",1,168,1381,273,20,3,17,15135,2,595,1,1.0,1,1.0,1,0.0333002995066948,2,0.0185075072429723
rho.MUT618.cpp,"opencv_calib3d/modules/calib3d/src/rho.cpp#sacChol8x8Damped(const float (*)[8] A, float lambda, float (*)[8] L)#2358",1,995,1589,62,20,2,18,4512,1,595,1,0.7071067811865475,1,0.7071067811865475,1,0.0262114910759683,1,0.0262114910759683
calibinit.MUT246.cpp,opencv_calib3d/modules/calib3d/src/calibinit.cpp#ChessBoardDetector::orderFoundConnectedQuads(int & quads)#780,4,787,1490,122,20,0,20,6078,12,595,2,0.5,2,0.5,1,0.0196847761903523,4,0.0036388642336597
calibration.MUT1363.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#icvGetRectangles(const CvMat * cameraMatrix, const CvMat * distCoeffs, const CvMat * R, const CvMat * newCameraMatrix, CvSize imgSize, cv::Rect_<double> & inner, cv::Rect_<double> & outer)#2650",4,2099,1602,167,9,0,9,6120,5,595,1,1.0,1,1.0,1,0.0665669326241134,1,0.0665669326241134
ippe.MUT373.cpp,"opencv_calib3d/modules/calib3d/src/ippe.cpp#PoseSolver::rotateVec2ZAxis(const cv::Matx31d & a, cv::Matx33d & Ra)#776",5,2348,1575,219,20,6,14,6462,9,595,1,1.0,1,1.0,1,0.0399690546185981,2,0.0332714425705296
fisheye.MUT158.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#undistortPoints(cv::InputArray distorted, cv::OutputArray undistorted, cv::InputArray K, cv::InputArray D, cv::InputArray R, cv::InputArray P, class cv::TermCriteria criteria)#390",13,829,1296,206,20,2,18,8789,42,595,1,1.0,1,1.0,1,0.023218957105486,1,0.023218957105486
ippe.MUT547.cpp,"opencv_calib3d/modules/calib3d/src/ippe.cpp#homographyHO(cv::InputArray _srcPoints, cv::InputArray _targPoints, cv::Matx33d & H)#1091",4,2303,1473,189,20,8,12,5385,4,595,1,0.8944271909999159,1,0.8944271909999159,1,0.0614900619514713,1,0.0614900619514713
stereobm.MUT270.cpp,"opencv_calib3d/modules/calib3d/src/stereobm.cpp#findStereoCorrespondenceBM_SIMD(const class cv::Mat & left, const class cv::Mat & right, class cv::Mat & disp, class cv::Mat & cost, const struct cv::StereoBMParams & state, int _dy0, int _dy1, const class cv::BufferBM & bufX, size_t bufNum)#575",1,424,1753,153,20,2,18,1258,3,595,1,1.0,1,1.0,1,0.037292817679558,1,0.037292817679558
calibration.MUT693.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvInitIntrinsicParams2D(const CvMat * objectPoints, const CvMat * imagePoints, const CvMat * npoints, CvSize imageSize, CvMat * cameraMatrix, double aspectRatio)#1424",3,2074,1412,177,20,0,20,5814,263,595,1,1.0,1,1.0,1,0.0036896107618377,1,0.0036896107618377
ippe.MUT515.cpp,"opencv_calib3d/modules/calib3d/src/ippe.cpp#homographyHO(cv::InputArray _srcPoints, cv::InputArray _targPoints, cv::Matx33d & H)#1042",5,2338,1511,177,20,2,18,5567,12,595,1,1.0,1,1.0,1,0.0202240099585834,2,0.0202145574479966
triangulate.MUT139.cpp,"opencv_calib3d/modules/calib3d/src/triangulate.cpp#icvCorrectMatches(CvMat * F_, CvMat * points1_, CvMat * points2_, CvMat * new_points1, CvMat * new_points2)#303",1,2692,1433,98,20,0,20,5605,1,595,1,1.0,1,1.0,1,0.0238095238095238,1,0.0238095238095238
calibration.MUT1146.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvStereoCalibrateImpl(const CvMat * _objectPoints, const CvMat * _imagePoints1, const CvMat * _imagePoints2, const CvMat * _npoints, CvMat * _cameraMatrix1, CvMat * _distCoeffs1, CvMat * _cameraMatrix2, CvMat * _distCoeffs2, CvSize imageSize, CvMat * matR, CvMat * matT, CvMat * matE, CvMat * matF, CvMat * rvecs, CvMat * tvecs, CvMat * perViewErr, int flags, CvTermCriteria termCrit)#2283",2,1596,1535,122,20,2,18,5537,129,595,1,0.7071067811865475,1,0.7071067811865475,1,0.0057656193571686,6,0.0002803143648214
rho.MUT605.cpp,"opencv_calib3d/modules/calib3d/src/rho.cpp#sacLMGain(const float * dH, const float * Jte, const float S, const float newS, const float lambda)#2315",1,1000,1663,103,18,0,18,3270,7,595,1,1.0,1,1.0,1,0.0356123904626044,1,0.0356123904626044
epnp.MUT279.cpp,"opencv_calib3d/modules/calib3d/src/epnp.cpp#epnp::compute_A_and_b_gauss_newton(const double * l_6x10, const double * rho, const double * betas, CvMat * A, CvMat * b)#502",5,2610,1481,212,20,0,20,5580,38,595,3,0.7745966692414834,3,0.7745966692414834,1,0.0144283110145935,1,0.0144283110145935
calibinit.MUT14.cpp,opencv_calib3d/modules/calib3d/src/calibinit.cpp#ChessBoardCorner::sumDist(int & n_)#144,1,598,1442,99,5,0,5,3255,50,595,7,1.0,7,1.0,1,0.0110663772475764,2,0.0101787052798968
pnp_solver.MUT109.cpp,"opencv_calib3d/modules/calib3d/src/usac/pnp_solver.cpp#PnPNonMinimalSolverImpl::estimate(const int & sample, int sample_size, int & models, const int & weights)#246",1,1223,1511,149,20,9,11,4248,394,595,7,1.0,9,0.5773502691896258,1,0.0021587747980555,8,7.368325930251149e-05
fisheye.MUT825.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#JRodriguesMatlab(const class cv::Mat & src, class cv::Mat & dst)#1684",3,828,1322,180,20,3,17,6325,21,595,1,1.0,1,1.0,1,0.0129192653694708,3,0.007558193378617
stereobm.MUT154.cpp,"opencv_calib3d/modules/calib3d/src/stereobm.cpp#findStereoCorrespondenceBM_SIMD(const class cv::Mat & left, const class cv::Mat & right, class cv::Mat & disp, class cv::Mat & cost, const struct cv::StereoBMParams & state, int _dy0, int _dy1, const class cv::BufferBM & bufX, size_t bufNum)#421",1,423,1681,161,20,0,20,1201,6,595,2,1.0,2,1.0,1,0.0337818825827167,2,0.0067447903735703
calibinit.MUT661.cpp,opencv_calib3d/modules/calib3d/src/calibinit.cpp#ChessBoardDetector::findQuadNeighbors()#1670,4,576,1508,150,20,0,20,7770,36,595,1,1.0,1,1.0,1,0.0463253526227942,1,0.0463253526227942
stereobm.MUT168.cpp,"opencv_calib3d/modules/calib3d/src/stereobm.cpp#findStereoCorrespondenceBM_SIMD(const class cv::Mat & left, const class cv::Mat & right, class cv::Mat & disp, class cv::Mat & cost, const struct cv::StereoBMParams & state, int _dy0, int _dy1, const class cv::BufferBM & bufX, size_t bufNum)#441",1,204,1572,153,20,5,15,934,3,595,1,1.0,595,0.0,1,0.0353068500127323,593,0.0
calibration.MUT359.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvProjectPoints2Internal(const CvMat * objectPoints, const CvMat * r_vec, const CvMat * t_vec, const CvMat * A, const CvMat * distCoeffs, CvMat * imagePoints, CvMat * dpdr, CvMat * dpdt, CvMat * dpdf, CvMat * dpdc, CvMat * dpdk, CvMat * dpdo, double aspectRatio)#875",1,1014,1377,197,14,6,8,8861,0,595,595,0.0,595,0.0,594,0.0,594,0.0
fisheye.MUT157.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#undistortPoints(cv::InputArray distorted, cv::OutputArray undistorted, cv::InputArray K, cv::InputArray D, cv::InputArray R, cv::InputArray P, class cv::TermCriteria criteria)#389",14,936,1269,183,20,0,20,6649,148,595,1,1.0,1,1.0,1,0.0233228905746649,1,0.0233228905746649
solvepnp.MUT162.cpp,"opencv_calib3d/modules/calib3d/src/solvepnp.cpp#solveP3P(cv::InputArray _opoints, cv::InputArray _ipoints, cv::InputArray _cameraMatrix, cv::InputArray _distCoeffs, cv::OutputArrayOfArrays _rvecs, cv::OutputArrayOfArrays _tvecs, int flags)#465",10,1559,1494,180,20,2,18,6350,17,595,1,0.2236067977499789,595,0.0,1,0.018396053114995,594,0.0
fisheye.MUT6.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#projectPoints(cv::InputArray objectPoints, cv::OutputArray imagePoints, cv::InputArray _rvec, cv::InputArray _tvec, cv::InputArray _K, cv::InputArray _D, double alpha, cv::OutputArray jacobian)#91",7,867,1500,295,20,0,20,4881,50,595,1,1.0,1,1.0,1,0.0326797385620915,1,0.0326797385620915
ippe.MUT525.cpp,"opencv_calib3d/modules/calib3d/src/ippe.cpp#homographyHO(cv::InputArray _srcPoints, cv::InputArray _targPoints, cv::Matx33d & H)#1057",4,2303,1630,137,20,4,16,7055,12,595,2,0.5,2,0.5,1,0.0404278291640746,1,0.0404278291640746
calibration.MUT1848.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#Rodrigues(cv::InputArray _src, cv::OutputArray _dst, cv::OutputArray _jacobian)#3647",48,4398,1391,161,20,2,18,1669,52,595,1,0.5,1,0.5,1,0.0157620318217988,1,0.0157620318217988
calibinit.MUT57.cpp,opencv_calib3d/modules/calib3d/src/calibinit.cpp#icvBinarizationHistogramBased(class cv::Mat & img)#335,1,959,1486,146,14,0,14,7531,38,595,3,1.0,3,1.0,1,0.018240975092287,1,0.018240975092287
rho.MUT238.cpp,opencv_calib3d/modules/calib3d/src/rho.cpp#RHO_HEST_REFC::isSampleDegenerate()#1252,2,767,1533,92,20,1,19,4868,3,595,1,0.7071067811865475,595,0.0,1,0.0535714285714285,594,0.0
fisheye.MUT671.cpp,"opencv_calib3d/modules/calib3d/src/fisheye.cpp#ComputeHomography(class cv::Mat m, class cv::Mat M)#1388",5,452,1305,245,20,0,20,9663,200,595,1,1.0,1,1.0,1,0.0099015834035167,1,0.0099015834035167
ippe.MUT136.cpp,"opencv_calib3d/modules/calib3d/src/ippe.cpp#PoseSolver::computeTranslation(cv::InputArray _objectPoints, cv::InputArray _normalizedImgPoints, cv::InputArray _R, cv::OutputArray _t)#368",5,2338,1605,225,20,1,19,6023,17,595,1,0.6324555320336759,595,0.0,1,0.0471724214254094,595,0.0
epnp.MUT325.cpp,"opencv_calib3d/modules/calib3d/src/epnp.cpp#epnp::qr_solve(CvMat * A, CvMat * b, CvMat * X)#576",3,2422,1528,153,20,0,20,6581,46,595,1,0.8164965809277261,1,0.8164965809277261,1,0.0210369276849435,1,0.0210369276849435
stereobm.MUT527.cpp,opencv_calib3d/modules/calib3d/src/stereobm.cpp#PrefilterInvoker::operator()(const class cv::Range & range)#995,1,103,1546,131,11,0,11,1101,12,595,3,1.0,3,1.0,1,0.0237630913687251,1,0.0237630913687251
solvepnp.MUT182.cpp,"opencv_calib3d/modules/calib3d/src/solvepnp.cpp#solveP3P(cv::InputArray _opoints, cv::InputArray _ipoints, cv::InputArray _cameraMatrix, cv::InputArray _distCoeffs, cv::OutputArrayOfArrays _rvecs, cv::OutputArrayOfArrays _tvecs, int flags)#497",1,1021,1496,126,20,1,19,13491,0,595,595,0.0,595,0.0,595,0.0,595,0.0
rho.MUT234.cpp,opencv_calib3d/modules/calib3d/src/rho.cpp#RHO_HEST_REFC::isSampleDegenerate()#1248,2,1031,1359,57,20,0,20,2850,2,595,1,0.8164965809277261,1,0.8164965809277261,1,0.0316291137055781,1,0.0316291137055781
calibration.MUT1396.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvStereoRectify(const CvMat * _cameraMatrix1, const CvMat * _cameraMatrix2, const CvMat * _distCoeffs1, const CvMat * _distCoeffs2, CvSize imageSize, const CvMat * matR, const CvMat * matT, CvMat * _R1, CvMat * _R2, CvMat * _P1, CvMat * _P2, CvMat * matQ, int flags, double alpha, CvSize newImgSize, CvRect * roi1, CvRect * roi2)#2709",2,2069,1350,89,20,5,15,5146,11,595,1,0.7071067811865475,1,0.7071067811865475,1,0.0247226624405705,2,0.0208209521922873
calibration.MUT1447.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvStereoRectify(const CvMat * _cameraMatrix1, const CvMat * _cameraMatrix2, const CvMat * _distCoeffs1, const CvMat * _distCoeffs2, CvSize imageSize, const CvMat * matR, const CvMat * matT, CvMat * _R1, CvMat * _R2, CvMat * _P1, CvMat * _P2, CvMat * matQ, int flags, double alpha, CvSize newImgSize, CvRect * roi1, CvRect * roi2)#2798",2,2701,1492,144,20,0,20,4944,4,595,1,0.7071067811865475,1,0.7071067811865475,1,0.0265553700612131,1,0.0265553700612131
rho.MUT233.cpp,opencv_calib3d/modules/calib3d/src/rho.cpp#RHO_HEST_REFC::isSampleDegenerate()#1247,2,592,1524,163,20,1,19,7209,8,595,1,0.8164965809277261,1,0.8164965809277261,1,0.044395900755124,1,0.044395900755124
circlesgrid.MUT476.cpp,"opencv_calib3d/modules/calib3d/src/circlesgrid.cpp#CirclesGridFinder::findBasis(const int & samples, int & basis, int & basisGraphs)#1157",2,125,1187,178,20,1,19,414,13,595,1,1.0,1,1.0,1,0.0421342512908778,1,0.0421342512908778
fundam.MUT417.cpp,"opencv_calib3d/modules/calib3d/src/fundam.cpp#computeCorrespondEpilines(cv::InputArray _points, int whichImage, cv::InputArray _Fmat, cv::OutputArray _lines)#968",1,58,656,64,11,0,11,1292,14,595,1,1.0,1,1.0,1,0.0414440486791332,1,0.0414440486791332
fundam.MUT259.cpp,"opencv_calib3d/modules/calib3d/src/fundam.cpp#run7Point(const class cv::Mat & _m1, const class cv::Mat & _m2, class cv::Mat & _fmatrix)#613",2,2798,1464,145,20,0,20,4978,14,595,1,0.7071067811865475,595,0.0,1,0.0409483935091486,595,0.0
solvepnp.MUT49.cpp,"opencv_calib3d/modules/calib3d/src/solvepnp.cpp#solvePnPRansac(cv::InputArray _opoints, cv::InputArray _ipoints, cv::InputArray _cameraMatrix, cv::InputArray _distCoeffs, cv::OutputArray _rvec, cv::OutputArray _tvec, _Bool useExtrinsicGuess, int iterationsCount, float reprojectionError, double confidence, cv::OutputArray _inliers, int flags)#236",1,218,1173,119,20,5,15,8075,34,595,4,1.0,4,1.0,1,0.0115240108630626,3,0.0081025163935279
rho.MUT718.cpp,"opencv_calib3d/modules/calib3d/src/rho.cpp#sacTRISolve8x8(const float (*)[8] L, const float * Jte, float * dH)#2613",1,1000,1596,131,20,0,20,4777,0,595,595,0.0,595,0.0,594,0.0,594,0.0
fundam.MUT441.cpp,"opencv_calib3d/modules/calib3d/src/fundam.cpp#computeCorrespondEpilines(cv::InputArray _points, int whichImage, cv::InputArray _Fmat, cv::OutputArray _lines)#1002",1,66,835,66,20,0,20,1479,0,595,595,0.0,595,0.0,594,0.0,594,0.0
epnp.MUT107.cpp,"opencv_calib3d/modules/calib3d/src/epnp.cpp#epnp::compute_pose(class cv::Mat & R, class cv::Mat & t)#198",14,1612,1537,128,20,3,17,6225,20,595,3,0.1889822365046136,595,0.0,1,0.0203240306723396,594,0.0
calibration.MUT725.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#subMatrix(const cv::Mat & src, cv::Mat & dst, const int & cols, const int & rows)#1477",1,943,1451,169,20,3,17,11045,1,595,1,1.0,1,1.0,1,0.0277425714688072,1,0.0277425714688072
calibration.MUT665.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvFindExtrinsicCameraParams2(const CvMat * objectPoints, const CvMat * imagePoints, const CvMat * A, const CvMat * distCoeffs, CvMat * rvec, CvMat * tvec, int useExtrinsicGuess)#1361",20,2214,1563,119,20,1,19,3476,186,595,1,1.0,1,1.0,1,0.0154505005390657,1,0.0154505005390657
ippe.MUT290.cpp,"opencv_calib3d/modules/calib3d/src/ippe.cpp#PoseSolver::makeCanonicalObjectPoints(cv::InputArray _objectPoints, cv::OutputArray _canonicalObjPoints, cv::OutputArray _MmodelPoints2Canonical)#620",3,2300,1568,229,20,0,20,6165,16,595,1,0.8164965809277261,1,0.8164965809277261,1,0.0447402135068633,1,0.0447402135068633
fundam.MUT357.cpp,"opencv_calib3d/modules/calib3d/src/fundam.cpp#FMEstimatorCallback::computeError(cv::InputArray _m1, cv::InputArray _m2, cv::InputArray _model, cv::OutputArray _err)#823",1,340,1491,108,20,0,20,6353,6,595,2,1.0,2,1.0,1,0.0272108843537414,2,0.0067697724306813
fundam.MUT160.cpp,"opencv_calib3d/modules/calib3d/src/fundam.cpp#findHomography(cv::InputArray _points1, cv::InputArray _points2, int method, double ransacReprojThreshold, cv::OutputArray _mask, const int maxIters, const double confidence)#408",1,331,1384,168,20,0,20,11196,5,594,1,1.0,1,1.0,1,0.024504897212356,2,0.0158371388594184
circlesgrid.MUT470.cpp,"opencv_calib3d/modules/calib3d/src/circlesgrid.cpp#CirclesGridFinder::findBasis(const int & samples, int & basis, int & basisGraphs)#1144",3,149,1170,140,20,1,19,931,13,595,1,1.0,1,1.0,1,0.0320528211284513,2,0.010126050420168
calibration.MUT32.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvCalcMatMulDeriv(const CvMat * A, const CvMat * B, CvMat * dABdA, CvMat * dABdB)#131",2,1744,1446,162,20,1,19,7077,197,595,1,1.0,1,1.0,1,0.0042866519188105,7,0.0027541780295084
ippe.MUT228.cpp,"opencv_calib3d/modules/calib3d/src/ippe.cpp#PoseSolver::computeRotations(double j00, double j01, double j10, double j11, double p, double q, cv::OutputArray _R1, cv::OutputArray _R2)#504",3,2310,1447,142,20,1,19,7539,4,595,1,0.5773502691896258,595,0.0,1,0.0532677380561932,595,0.0
calibinit.MUT602.cpp,"opencv_calib3d/modules/calib3d/src/calibinit.cpp#ChessBoardDetector::checkQuadGroup(const int & quad_group, int & out_corners)#1565",4,870,1446,81,20,0,20,4910,2,595,1,0.5,1,0.5,1,0.0316330443595327,1,0.0316330443595327
calibration.MUT646.cpp,"opencv_calib3d/modules/calib3d/src/calibration.cpp#cvFindExtrinsicCameraParams2(const CvMat * objectPoints, const CvMat * imagePoints, const CvMat * A, const CvMat * distCoeffs, CvMat * rvec, CvMat * tvec, int useExtrinsicGuess)#1333",20,2124,1385,170,20,7,13,3020,136,595,1,1.0,1,1.0,1,0.0171108462521128,1,0.0171108462521128
ippe.MUT243.cpp,"opencv_calib3d/modules/calib3d/src/ippe.cpp#PoseSolver::homographyFromSquarePoints(cv::InputArray _targetPoints, double halfLength, cv::OutputArray H_)#539",4,2233,1387,202,20,5,15,7344,12,595,1,1.0,1,1.0,1,0.0576497617426821,1,0.0576497617426821
