bug_name,key,total # of functions,# of functions with same highest Binary score,Binary score of highest rank,rank of buggy function (Binary),Binary score of buggy function,rank of buggy function among functions executed by failing tcs (Binary),# of functions with same highest GP13 score,GP13 score of highest rank,rank of buggy function (GP13),GP13 score of buggy function,rank of buggy function among functions executed by failing tcs (GP13),# of functions with same highest Jaccard score,Jaccard score of highest rank,rank of buggy function (Jaccard),Jaccard score of buggy function,rank of buggy function among functions executed by failing tcs (Jaccard),# of functions with same highest Naish1 score,Naish1 score of highest rank,rank of buggy function (Naish1),Naish1 score of buggy function,rank of buggy function among functions executed by failing tcs (Naish1),# of functions with same highest Naish2 score,Naish2 score of highest rank,rank of buggy function (Naish2),Naish2 score of buggy function,rank of buggy function among functions executed by failing tcs (Naish2),# of functions with same highest Ochiai score,Ochiai score of highest rank,rank of buggy function (Ochiai),Ochiai score of buggy function,rank of buggy function among functions executed by failing tcs (Ochiai),# of functions with same highest Russel+Rao score,Russel+Rao score of highest rank,rank of buggy function (Russel+Rao),Russel+Rao score of buggy function,rank of buggy function among functions executed by failing tcs (Russel+Rao),# of functions with same highest Wong1 score,Wong1 score of highest rank,rank of buggy function (Wong1),Wong1 score of buggy function,rank of buggy function among functions executed by failing tcs (Wong1)
nldiffusion_functions.MUT111.cpp,"opencv_features2d/modules/features2d/src/kaze/nldiffusion_functions.cpp#compute_derivative_kernels(cv::OutputArray _kx, cv::OutputArray _ky, int dx, int dy, int scale)#350",297,35,1,35,1,35,35,7.0,35,7.0,35,35,1.0,35,1.0,35,35,62,35,62,35,35,6.0,35,6.0,35,35,1.0,35,1.0,35,35,0.088235294117647,35,0.088235294117647,35,35,6,35,6,35
agast.MUT3310.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#5048",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT2356.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3617",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT2630.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4029",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
fast_score.MUT79.cpp,"opencv_features2d/modules/features2d/src/fast_score.cpp#cornerScore(const uchar * ptr, const int * pixel, int threshold)#209",297,9,1,9,1,9,3,3.0,3,3.0,3,3,1.0,3,1.0,3,3,71,3,71,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,9,0.0273972602739726,9,0.0273972602739726,9,9,2,9,2,9
agast.MUT206.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#364",297,2,1,2,1,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,88,2,88,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,0.0112359550561797,2,0.0112359550561797,2,2,1,2,1,2
agast.MUT2846.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4355",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT339.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#566",297,2,1,2,1,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,88,2,88,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,0.0112359550561797,2,0.0112359550561797,2,2,1,2,1,2
brisk.MUT521.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskScaleSpace::isMax2D(const int layer, const int x_layer, const int y_layer)#1240",297,40,1,40,1,40,28,4.0,28,4.0,28,28,1.0,28,1.0,28,28,75,28,75,28,28,3.0,28,3.0,28,28,1.0,28,1.0,28,40,0.0384615384615384,40,0.0384615384615384,40,40,3,40,3,40
agast.MUT4755.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AgastFeatureDetector_Impl::AgastFeatureDetector_Impl(int _threshold, _Bool _nonmaxSuppression, enum cv::AgastFeatureDetector::DetectorType _type)#7948",297,6,1,6,1,6,6,2.0,6,2.0,6,6,1.0,6,1.0,6,6,73,6,73,6,6,1.0,6,1.0,6,6,1.0,6,1.0,6,6,0.0135135135135135,6,0.0135135135135135,6,6,1,6,1,6
agast.MUT2248.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3457",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
orb.MUT284.cpp,"opencv_features2d/modules/features2d/src/orb.cpp#ORB_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#1043",297,4,1,4,1,4,4,17.0,4,17.0,4,4,1.0,4,1.0,4,4,71,4,71,4,4,16.0,4,16.0,4,4,1.0,4,1.0,4,4,0.1839080459770115,4,0.1839080459770115,4,4,16,4,16,4
agast.MUT739.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1177",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
orb.MUT5.cpp,"opencv_features2d/modules/features2d/src/orb.cpp#HarrisResponses(const class cv::Mat & img, const int & layerinfo, int & pts, int blockSize, float harris_k)#143",297,21,1,21,1,21,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,75,4,75,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,21,0.0131578947368421,21,0.0131578947368421,21,21,1,21,1,21
brisk.MUT827.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskScaleSpace::getScoreMaxBelow(const int layer, const int x_layer, const int y_layer, const int threshold, _Bool & ismax, float & dx, float & dy)#1759",297,40,1,40,1,40,28,2.0,28,2.0,28,28,1.0,28,1.0,28,28,75,28,75,28,28,1.0,28,1.0,28,28,1.0,28,1.0,28,40,0.0131578947368421,40,0.0131578947368421,40,40,1,40,1,40
agast.MUT2235.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3435",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
orb.MUT310.cpp,"opencv_features2d/modules/features2d/src/orb.cpp#ORB_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#1090",297,5,1,5,1,5,5,18.0,5,18.0,5,5,1.0,5,1.0,5,5,71,5,71,5,5,17.0,5,17.0,5,5,1.0,5,1.0,5,5,0.1931818181818181,5,0.1931818181818181,5,5,17,5,17,5
brisk.MUT131.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::generateKernel(const int & radiusList, const int & numberList, float dMax, float dMin, const int & _indexChange)#519",297,40,1,40,1,40,36,3.0,36,3.0,36,36,1.0,36,1.0,36,36,74,36,74,36,36,2.0,36,2.0,36,36,1.0,36,1.0,36,40,0.0263157894736842,40,0.0263157894736842,40,40,2,40,2,40
AKAZEFeatures.MUT264.cpp,opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#AKAZEFeatures::Find_Scale_Space_Extrema(int & keypoints_by_layers)#815,297,28,1,28,1,28,13,5.0,13,5.0,13,13,1.0,13,1.0,13,13,67,13,67,13,13,4.0,13,4.0,13,13,1.0,13,1.0,13,28,0.056338028169014,28,0.056338028169014,28,28,4,28,4,28
agast.MUT2842.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4351",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT36.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#107",297,2,1,2,1,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,88,2,88,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,0.0112359550561797,2,0.0112359550561797,2,2,1,2,1,2
agast.MUT2434.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3734",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT11.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#76",297,2,1,2,1,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,88,2,88,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,0.0112359550561797,2,0.0112359550561797,2,2,1,2,1,2
agast.MUT1192.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1856",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT1919.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2949",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT3511.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#5370",297,6,1,6,1,6,6,3.0,6,3.0,6,6,1.0,6,1.0,6,6,73,6,73,6,6,2.0,6,2.0,6,6,1.0,6,1.0,6,6,0.0266666666666666,6,0.0266666666666666,6,6,2,6,2,6
mser.MUT304.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#preprocessMSER_8uC3(struct cv::MSCRNode * node, struct cv::MSCREdge * edge, double * total, const class cv::Mat & src, class cv::Mat & dx, class cv::Mat & dy, int Ne, int edgeBlurSize)#705",297,10,1,10,1,10,6,2.0,6,2.0,6,6,1.0,6,1.0,6,6,88,6,88,6,6,1.0,6,1.0,6,6,1.0,6,1.0,6,10,0.0112359550561797,10,0.0112359550561797,10,10,1,10,1,10
agast.MUT277.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#471",297,2,1,2,1,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,88,2,88,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,0.0112359550561797,2,0.0112359550561797,2,2,1,2,1,2
affine_feature.MUT17.cpp,"opencv_features2d/modules/features2d/src/affine_feature.cpp#AffineFeature_Impl::AffineFeature_Impl(const Ptr<cv::FeatureDetector> & backend, int maxTilt, int minTilt, float tiltStep, float rotateStepBase)#120",297,23,1,23,1,23,6,2.0,6,2.0,6,6,1.0,6,1.0,6,6,87,6,87,6,6,1.0,6,1.0,6,6,1.0,6,1.0,6,23,0.0113636363636363,23,0.0113636363636363,23,23,1,23,1,23
agast.MUT3778.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#5802",297,6,1,6,1,6,6,2.0,6,2.0,6,6,1.0,6,1.0,6,6,73,6,73,6,6,1.0,6,1.0,6,6,1.0,6,1.0,6,6,0.0135135135135135,6,0.0135135135135135,6,6,1,6,1,6
agast.MUT2613.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4002",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT3045.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4654",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT3138.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4792",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
brisk.MUT143.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::generateKernel(const int & radiusList, const int & numberList, float dMax, float dMin, const int & _indexChange)#538",297,9,1,9,1,9,9,10.0,9,10.0,9,9,1.0,9,1.0,9,9,74,9,74,9,9,9.0,9,9.0,9,9,1.0,9,1.0,9,9,0.108433734939759,9,0.108433734939759,9,9,9,9,9,9
agast.MUT555.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#901",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT2448.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3754",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
mser.MUT289.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#preprocessMSER_8uC3(struct cv::MSCRNode * node, struct cv::MSCREdge * edge, double * total, const class cv::Mat & src, class cv::Mat & dx, class cv::Mat & dy, int Ne, int edgeBlurSize)#688",297,13,1,13,1,13,9,2.0,9,2.0,9,9,1.0,9,1.0,9,9,88,9,88,9,9,1.0,9,1.0,9,9,1.0,9,1.0,9,13,0.0112359550561797,13,0.0112359550561797,13,13,1,13,1,13
brisk.MUT173.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::smoothedIntensity(const cv::Mat & image, const cv::Mat & integral, const float key_x, const float key_y, const unsigned int scale, const unsigned int rot, const unsigned int point)#603",297,40,1,40,1,40,10,4.0,10,4.0,10,10,1.0,10,1.0,10,10,75,10,75,10,10,3.0,10,3.0,10,10,1.0,10,1.0,10,40,0.0384615384615384,40,0.0384615384615384,40,40,3,40,3,40
mser.MUT333.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#preprocessMSER_8uC3(struct cv::MSCRNode * node, struct cv::MSCREdge * edge, double * total, const class cv::Mat & src, class cv::Mat & dx, class cv::Mat & dy, int Ne, int edgeBlurSize)#741",297,11,1,11,1,11,7,2.0,7,2.0,7,7,1.0,7,1.0,7,7,88,7,88,7,7,1.0,7,1.0,7,7,1.0,7,1.0,7,11,0.0112359550561797,11,0.0112359550561797,11,11,1,11,1,11
agast.MUT2268.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3485",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT1530.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2367",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
fed.MUT26.cpp,"opencv_features2d/modules/features2d/src/kaze/fed.cpp#fed_tau_internal(const int & n, const float & scale, const float & tau_max, const _Bool & reordering, int & tau)#143",297,6,1,6,1,6,5,5.0,5,5.0,5,5,1.0,5,1.0,5,5,63,5,63,5,5,4.0,5,4.0,5,5,1.0,5,1.0,5,6,0.0597014925373134,6,0.0597014925373134,6,6,4,6,4,6
orb.MUT311.cpp,"opencv_features2d/modules/features2d/src/orb.cpp#ORB_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#1092",297,5,1,5,1,5,1,18.0,1,18.0,1,1,1.0,1,1.0,1,1,72,1,72,1,1,17.0,1,17.0,1,1,1.0,1,1.0,1,5,0.1910112359550561,5,0.1910112359550561,5,5,17,5,17,5
mser.MUT506.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#MSER_Impl::detectRegions(cv::InputArray _src, int & msers, int & bboxes)#1009",290,5,1,5,1,5,5,3.0,5,3.0,5,5,1.0,5,1.0,5,5,86,5,86,5,5,2.0,5,2.0,5,5,1.0,5,1.0,5,5,0.0227272727272727,5,0.0227272727272727,5,5,2,5,2,5
affine_feature.MUT4.cpp,"opencv_features2d/modules/features2d/src/affine_feature.cpp#AffineFeature_Impl::AffineFeature_Impl(const Ptr<cv::FeatureDetector> & backend, int maxTilt, int minTilt, float tiltStep, float rotateStepBase)#106",297,24,1,24,1,24,7,3.0,7,3.0,7,7,1.0,7,1.0,7,7,87,7,87,7,7,2.0,7,2.0,7,7,1.0,7,1.0,7,24,0.0224719101123595,24,0.0224719101123595,24,24,2,24,2,24
brisk.MUT4.cpp,opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::descriptorSize()#73,297,11,1,11,1,11,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,88,2,88,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,11,0.0112359550561797,11,0.0112359550561797,11,11,1,11,1,11
agast.MUT714.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1139",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT1265.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1967",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT2741.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4194",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT591.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#955",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT634.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1020",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT124.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#239",297,2,1,2,1,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,88,2,88,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,0.0112359550561797,2,0.0112359550561797,2,2,1,2,1,2
brisk.MUT601.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskScaleSpace::refine3D(const int layer, const int x_layer, const int y_layer, float & x, float & y, float & scale, _Bool & ismax)#1371",297,33,1,33,1,33,22,15.0,22,15.0,22,22,1.0,22,1.0,22,22,75,22,75,22,22,14.0,22,14.0,22,22,1.0,22,1.0,22,33,0.1573033707865168,33,0.1573033707865168,33,33,14,33,14,33
agast.MUT4642.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#7248",297,6,1,6,1,6,6,3.0,6,3.0,6,6,1.0,6,1.0,6,6,73,6,73,6,6,2.0,6,2.0,6,6,1.0,6,1.0,6,6,0.0266666666666666,6,0.0266666666666666,6,6,2,6,2,6
agast.MUT2107.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#3238",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
sift.dispatch.MUT50.cpp,"opencv_features2d/modules/features2d/src/sift.dispatch.cpp#SIFT_Impl::buildGaussianPyramid(const class cv::Mat & base, int & pyr, int nOctaves)#246",297,4,1,4,1,4,4,12.0,4,12.0,4,4,1.0,4,1.0,4,4,78,4,78,4,4,11.0,4,11.0,4,4,1.0,4,1.0,4,4,0.1235955056179775,4,0.1235955056179775,4,4,11,4,11,4
agast.MUT1167.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1817",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT2340.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3594",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT660.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1058",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT425.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#694",297,2,1,2,1,2,2,2.0,2,2.0,2,2,1.0,2,1.0,2,2,88,2,88,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,0.0112359550561797,2,0.0112359550561797,2,2,1,2,1,2
agast.MUT2621.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4014",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
agast.MUT823.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1305",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
agast.MUT2600.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3983",297,4,1,4,1,4,4,2.0,4,2.0,4,4,1.0,4,1.0,4,4,88,4,88,4,4,1.0,4,1.0,4,4,1.0,4,1.0,4,4,0.0112359550561797,4,0.0112359550561797,4,4,1,4,1,4
AKAZEFeatures.MUT194.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#compute_determinant(cv::InputArray Lxx_, cv::InputArray Lxy_, cv::InputArray Lyy_, cv::OutputArray Ldet_, float sigma)#592",297,35,1,35,1,35,29,8.0,29,8.0,29,29,1.0,29,1.0,29,29,66,29,66,29,29,7.0,29,7.0,29,29,1.0,29,1.0,29,35,0.0958904109589041,35,0.0958904109589041,35,35,7,35,7,35
agast.MUT984.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1545",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
nldiffusion_functions.MUT165.cpp,"opencv_features2d/modules/features2d/src/kaze/nldiffusion_functions.cpp#nld_step_scalar(cv::Mat & Ld, const cv::Mat & c, cv::Mat & Lstep, float stepsize)#467",297,11,1,11,1,11,6,4.0,6,4.0,6,6,1.0,6,1.0,6,6,77,6,77,6,6,3.0,6,3.0,6,6,1.0,6,1.0,6,11,0.0375,11,0.0375,11,11,3,11,3,11
agast.MUT1252.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1947",297,3,1,3,1,3,3,2.0,3,2.0,3,3,1.0,3,1.0,3,3,88,3,88,3,3,1.0,3,1.0,3,3,1.0,3,1.0,3,3,0.0112359550561797,3,0.0112359550561797,3,3,1,3,1,3
