bug_name,buggy_line_key,# of failing Tcs,# of lines executed by failing TCs,# of mutants,# of uncompilable mutants,# of mutans on buggy line,# of uncompilable mutants on buggy line,# of compilable mutants on buggy line,total p2f (all mutants),total f2p (all mutants),# of functions,# of function with same highest met score,met score of highest rank,rank of buggy function (function level) (met),met score of buggy function,# of function with same highest muse score,muse score of highest rank,rank of buggy function (function level) (muse),muse score of buggy function
agast.MUT2613.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4002",1,2281,1486,18,20,0,20,1761,13,297,1,0.7071067811865475,1,0.7071067811865475,1,0.043515022354004,1,0.043515022354004
agast.MUT3045.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4654",1,2267,1495,2,20,0,20,1749,6,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0398367346938775,1,0.0398367346938775
agast.MUT3138.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4792",1,2265,1429,22,20,0,20,1829,0,297,297,0.0,297,0.0,297,0.0,297,0.0
brisk.MUT143.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::generateKernel(const int & radiusList, const int & numberList, float dMax, float dMin, const int & _indexChange)#538",9,3534,1520,82,20,1,19,4625,9,297,1,0.9486832980505138,1,0.9486832980505138,1,0.0447020585048754,1,0.0447020585048754
agast.MUT555.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#901",1,1374,1479,14,6,0,6,2001,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1067147138575709,1,0.1067147138575709
agast.MUT2448.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3754",1,2276,1574,10,20,0,20,1997,0,297,297,0.0,297,0.0,297,0.0,297,0.0
mser.MUT289.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#preprocessMSER_8uC3(struct cv::MSCRNode * node, struct cv::MSCREdge * edge, double * total, const class cv::Mat & src, class cv::Mat & dx, class cv::Mat & dy, int Ne, int edgeBlurSize)#688",1,181,1462,69,20,0,20,1863,18,297,3,0.7071067811865475,3,0.7071067811865475,1,0.0192837243322899,2,0.0093608484731141
brisk.MUT173.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::smoothedIntensity(const cv::Mat & image, const cv::Mat & integral, const float key_x, const float key_y, const unsigned int scale, const unsigned int rot, const unsigned int point)#603",3,2069,1597,94,20,0,20,4541,12,297,1,0.8660254037844387,1,0.8660254037844387,1,0.0237483711167921,1,0.0237483711167921
mser.MUT333.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#preprocessMSER_8uC3(struct cv::MSCRNode * node, struct cv::MSCREdge * edge, double * total, const class cv::Mat & src, class cv::Mat & dx, class cv::Mat & dy, int Ne, int edgeBlurSize)#741",1,90,1345,72,20,0,20,1866,0,297,297,0.0,297,0.0,295,0.0,295,0.0
agast.MUT2268.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3485",1,2281,1490,12,20,0,20,1969,8,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0416512233771117,1,0.0416512233771117
agast.MUT1530.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2367",1,1379,1500,16,20,0,20,2113,10,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0426818529940573,1,0.0426818529940573
fed.MUT26.cpp,"opencv_features2d/modules/features2d/src/kaze/fed.cpp#fed_tau_internal(const int & n, const float & scale, const float & tau_max, const _Bool & reordering, int & tau)#143",4,729,1402,90,20,0,20,11351,82,297,1,0.8944271909999159,3,0.5,1,0.0177551037735963,2,0.0062135181216156
orb.MUT311.cpp,"opencv_features2d/modules/features2d/src/orb.cpp#ORB_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#1092",17,1228,1503,119,20,3,17,6415,71,297,1,0.7312724241271307,1,0.7312724241271307,1,0.046058794811912,1,0.046058794811912
mser.MUT506.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#MSER_Impl::detectRegions(cv::InputArray _src, int & msers, int & bboxes)#1009",2,27,341,0,20,0,20,98,7,290,1,1.0,1,1.0,1,0.0392616642616642,1,0.0392616642616642
affine_feature.MUT4.cpp,"opencv_features2d/modules/features2d/src/affine_feature.cpp#AffineFeature_Impl::AffineFeature_Impl(const Ptr<cv::FeatureDetector> & backend, int maxTilt, int minTilt, float tiltStep, float rotateStepBase)#106",2,267,1108,125,16,8,8,3948,24,297,2,0.7071067811865475,3,0.5,1,0.0198733856672575,3,0.0085793871866295
brisk.MUT4.cpp,opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::descriptorSize()#73,1,273,1563,103,18,0,18,7724,1,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0261386475898484,1,0.0261386475898484
agast.MUT714.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1139",1,1373,1443,31,20,0,20,1204,1,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0711914641375222,1,0.0711914641375222
agast.MUT1265.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1967",1,1377,1507,6,6,0,6,1058,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1059287737757992,1,0.1059287737757992
agast.MUT2741.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4194",1,2282,1344,16,20,0,20,1123,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT591.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#955",1,1373,1406,8,20,0,20,1734,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT634.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1020",1,1374,1406,14,6,0,6,1799,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1066666666666666,1,0.1066666666666666
agast.MUT124.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#239",1,384,1468,49,6,0,6,1945,16,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0244759774413362,1,0.0244759774413362
brisk.MUT601.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskScaleSpace::refine3D(const int layer, const int x_layer, const int y_layer, float & x, float & y, float & scale, _Bool & ismax)#1371",14,3114,1428,93,20,3,17,4332,155,297,1,0.9285714285714286,1,0.9285714285714286,1,0.0413845936866938,1,0.0413845936866938
agast.MUT4642.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#7248",2,2042,1636,91,20,0,20,4725,117,297,1,0.8164965809277261,1,0.8164965809277261,1,0.0069544950356762,3,0.002997889030662
agast.MUT2107.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#3238",1,1548,1465,12,6,0,6,1758,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0943447305016378,1,0.0943447305016378
sift.dispatch.MUT50.cpp,"opencv_features2d/modules/features2d/src/sift.dispatch.cpp#SIFT_Impl::buildGaussianPyramid(const class cv::Mat & base, int & pyr, int nOctaves)#246",11,170,1143,153,20,1,19,987,72,297,1,0.7462025072446364,3,0.3015113445777636,1,0.0172203427430536,4,0.0022494328550565
agast.MUT1167.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1817",1,1373,1444,12,20,0,20,1707,10,297,1,1.0,1,1.0,1,0.0424257631517584,1,0.0424257631517584
agast.MUT2340.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3594",1,2285,1408,7,6,0,6,2373,3,297,1,0.5773502691896258,1,0.5773502691896258,1,0.1063605728727885,1,0.1063605728727885
agast.MUT660.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1058",1,1374,1550,16,6,0,6,2503,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1065723413966225,1,0.1065723413966225
agast.MUT425.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#694",1,387,1449,47,6,0,6,2651,12,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0247611865258924,1,0.0247611865258924
agast.MUT2621.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4014",1,2288,1450,18,20,0,20,2439,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0347970335675253,1,0.0347970335675253
agast.MUT823.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1305",1,1362,1519,19,20,0,20,2521,4,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0373777425323817,1,0.0373777425323817
agast.MUT2600.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3983",1,2284,1469,29,20,0,20,2448,0,297,297,0.0,297,0.0,297,0.0,297,0.0
AKAZEFeatures.MUT194.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#compute_determinant(cv::InputArray Lxx_, cv::InputArray Lxy_, cv::InputArray Lyy_, cv::OutputArray Ldet_, float sigma)#592",7,631,1356,84,20,0,20,9134,32,297,1,0.4364357804719848,5,0.2672612419124244,1,0.0136881958331928,4,0.0023439046806332
agast.MUT984.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1545",1,1412,1556,38,20,0,20,2484,4,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0375011976621634,1,0.0375011976621634
nldiffusion_functions.MUT165.cpp,"opencv_features2d/modules/features2d/src/kaze/nldiffusion_functions.cpp#nld_step_scalar(cv::Mat & Ld, const cv::Mat & c, cv::Mat & Lstep, float stepsize)#467",3,128,1565,90,20,0,20,5091,84,297,1,0.8660254037844387,1,0.8660254037844387,1,0.0066499930687121,2,0.0042199440656073
agast.MUT1252.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1947",1,1376,1439,26,20,0,20,1684,0,297,297,0.0,297,0.0,297,0.0,297,0.0
affine_feature.MUT103.cpp,"opencv_features2d/modules/features2d/src/affine_feature.cpp#AffineFeature_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#324",2,272,1184,116,20,3,17,4259,28,297,2,0.7071067811865475,2,0.7071067811865475,1,0.0208510963610526,1,0.0208510963610526
brisk.MUT1080.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskLayer::BriskLayer(const class cv::BriskLayer & layer, int mode)#2186",1,1799,1607,77,20,4,16,5848,16,297,1,1.0,1,1.0,1,0.0271484164403971,1,0.0271484164403971
agast.MUT193.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#343",1,384,1553,43,6,0,6,1761,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1064942435544024,1,0.1064942435544024
agast.MUT1122.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1750",1,1389,1416,12,6,0,6,1677,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0945570123162495,1,0.0945570123162495
mser.MUT177.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#ConnectedComp::merge(struct cv::MSER_Impl::ConnectedComp * comp1, struct cv::MSER_Impl::ConnectedComp * comp2, struct cv::MSER_Impl::CompHistory *& hptr, struct cv::MSER_Impl::WParams & wp)#413",1,215,1488,146,11,1,10,964,0,297,297,0.0,297,0.0,293,0.0,293,0.0
agast.MUT2651.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4060",1,2280,1438,17,20,0,20,1559,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT2479.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3801",1,2276,1485,11,20,0,20,1093,11,297,1,1.0,1,1.0,1,0.0429108267316676,1,0.0429108267316676
fed.MUT36.cpp,opencv_features2d/modules/features2d/src/kaze/fed.cpp#fed_is_prime_internal(const int & number)#173,3,658,1411,76,20,0,20,11456,41,297,1,1.0,3,0.8164965809277261,1,0.0120345909819594,5,0.0039593836586317
AKAZEFeatures.MUT714.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#MLDB_Full_Descriptor_Invoker::MLDB_Binary_Comparisons(float * values, unsigned char * desc, int count, int & dpos)#1937",1,560,1318,94,20,0,20,12329,1,297,1,0.3015113445777636,297,0.0,1,0.0230795915270038,297,0.0
agast.MUT2225.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3422",1,2280,1440,9,20,0,20,1035,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT104.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#210",1,384,1384,17,6,0,6,1068,3,297,1,1.0,1,1.0,1,0.1064746759321127,1,0.1064746759321127
agast.MUT3246.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4952",1,2285,1426,4,6,0,6,1047,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1060523446019629,1,0.1060523446019629
brisk.MUT343.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BRISK_Impl::computeDescriptorsAndOrOrientation(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool doDescriptors, _Bool doOrientation, _Bool useProvidedKeypoints)#897",1,269,1736,138,20,2,18,4435,22,297,1,1.0,1,1.0,1,0.0181523957303774,1,0.0181523957303774
AKAZEFeatures.MUT699.cpp,"opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#MLDB_Full_Descriptor_Invoker::MLDB_Fill_Values(float * values, int sample_step, const int level, float xf, float yf, float co, float si, float scale)#1909",2,561,1325,66,20,0,20,10764,12,297,1,1.0,1,1.0,1,0.0291743602651819,1,0.0291743602651819
agast.MUT2347.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3605",1,2286,1360,22,6,0,6,1341,3,297,1,1.0,1,1.0,1,0.1067170534383649,1,0.1067170534383649
mser.MUT266.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#MSER_Impl::pass(const class cv::Mat & img, int & msers, int & bboxvec, cv::Size size, const int * level_size, int mask)#577",1,181,1467,53,20,0,20,882,0,297,297,0.0,297,0.0,291,0.0,291,0.0
agast.MUT530.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#867",1,1564,1388,8,20,0,20,1444,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT3846.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#5917",2,2046,1632,119,20,0,20,4194,21,297,2,0.7071067811865475,2,0.7071067811865475,1,0.0110696929052935,2,0.0085546013884776
agast.MUT2936.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4490",1,2285,1364,2,6,0,6,1289,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0945736434108527,1,0.0945736434108527
affine_feature.MUT100.cpp,"opencv_features2d/modules/features2d/src/affine_feature.cpp#AffineFeature_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#321",1,269,1279,166,19,0,19,4208,4,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0396867658574784,1,0.0396867658574784
agast.MUT2174.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3344",1,2285,1400,29,6,0,6,1384,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1064208354822073,1,0.1064208354822073
agast.MUT195.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#347",1,384,1417,20,6,0,6,1637,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1066195709052851,1,0.1066195709052851
fed.MUT23.cpp,"opencv_features2d/modules/features2d/src/kaze/fed.cpp#fed_tau_internal(const int & n, const float & scale, const float & tau_max, const _Bool & reordering, int & tau)#136",5,656,1371,78,20,0,20,9640,123,297,1,0.9128709291752768,1,0.9128709291752768,1,0.0094072325907032,3,0.0041771574949983
agast.MUT1255.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1950",1,1376,1482,23,20,0,20,1576,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT1221.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1901",1,1377,1387,10,6,0,6,1245,3,297,1,1.0,1,1.0,1,0.1066842467324008,1,0.1066842467324008
agast.MUT1043.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1631",1,1377,1499,30,6,0,6,1310,2,297,1,1.0,1,1.0,1,0.0945842868039664,1,0.0945842868039664
mser.MUT293.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#preprocessMSER_8uC3(struct cv::MSCRNode * node, struct cv::MSCREdge * edge, double * total, const class cv::Mat & src, class cv::Mat & dx, class cv::Mat & dy, int Ne, int edgeBlurSize)#692",1,188,1474,78,20,2,18,1441,11,297,1,1.0,1,1.0,1,0.027142086608106,2,0.0084887245081419
brisk.MUT568.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskScaleSpace::isMax2D(const int layer, const int x_layer, const int y_layer)#1315",1,1799,1629,94,20,0,20,5188,51,297,3,1.0,3,1.0,1,0.0104714126453256,1,0.0104714126453256
agast.MUT2440.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3746",1,2285,1422,8,6,0,6,1354,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1065102793885081,1,0.1065102793885081
agast.MUT1003.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1572",1,1377,1532,8,6,0,6,1289,3,297,1,1.0,1,1.0,1,0.1064784053156146,1,0.1064784053156146
agast.MUT4640.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#OAST_9_16(cv::InputArray _img, int & keypoints, int threshold)#7246",2,2042,1567,92,20,0,20,4804,22,297,1,1.0,1,1.0,1,0.0113257302767065,1,0.0113257302767065
agast.MUT2252.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3461",1,2283,1400,0,20,0,20,1336,5,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0386852821407795,1,0.0386852821407795
agast.MUT84.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#180",1,390,1393,64,6,0,6,1718,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.1067273331671237,1,0.1067273331671237
agast.MUT963.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1511",1,1377,1379,13,6,0,6,1461,11,297,1,1.0,1,1.0,1,0.0351280046902481,1,0.0351280046902481
agast.MUT934.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1469",1,1377,1428,20,6,0,6,1447,3,297,1,1.0,1,1.0,1,0.106748224151539,1,0.106748224151539
agast.MUT1284.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1994",1,1380,1448,26,6,0,6,1377,3,297,1,1.0,1,1.0,1,0.1065208376529131,1,0.1065208376529131
brisk.MUT1087.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskLayer::BriskLayer(const class cv::BriskLayer & layer, int mode)#2197",14,1623,1566,125,20,11,9,5689,14,297,1,0.966091783079296,1,0.966091783079296,1,0.0931400117164616,1,0.0931400117164616
agast.MUT590.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#953",1,1374,1431,10,6,0,6,1467,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0942649539379784,1,0.0942649539379784
agast.MUT1944.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#2987",1,1377,1414,17,6,0,6,1311,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0945847851335656,1,0.0945847851335656
agast.MUT2785.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#4260",1,2285,1354,2,20,0,20,1293,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT893.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1410",1,1399,1398,0,20,0,20,1168,0,297,297,0.0,297,0.0,297,0.0,297,0.0
orb.MUT25.cpp,"opencv_features2d/modules/features2d/src/orb.cpp#HarrisResponses(const class cv::Mat & img, const int & layerinfo, int & pts, int blockSize, float harris_k)#170",1,372,1544,135,20,0,20,9102,37,297,3,1.0,3,1.0,1,0.0107688568103105,3,0.0042005549877931
agast.MUT162.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_5_8(cv::InputArray _img, int & keypoints, int threshold)#296",1,384,1467,38,20,0,20,1442,0,297,297,0.0,297,0.0,297,0.0,297,0.0
mser.MUT170.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#ConnectedComp::merge(struct cv::MSER_Impl::ConnectedComp * comp1, struct cv::MSER_Impl::ConnectedComp * comp2, struct cv::MSER_Impl::CompHistory *& hptr, struct cv::MSER_Impl::WParams & wp)#398",1,215,1551,95,2,0,2,972,1,297,1,1.0,1,1.0,1,0.1666666666666666,1,0.1666666666666666
AKAZEFeatures.MUT22.cpp,opencv_features2d/modules/features2d/src/kaze/AKAZEFeatures.cpp#AKAZEFeatures::Allocate_Memory_Evolution()#76,10,632,1609,129,20,1,19,9262,409,297,1,0.9534625892455924,1,0.9534625892455924,1,0.003350755979268,2,0.0032910114571647
agast.MUT1224.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1906",1,1363,1484,10,20,0,20,1215,0,297,297,0.0,297,0.0,297,0.0,297,0.0
orb.MUT350.cpp,"opencv_features2d/modules/features2d/src/orb.cpp#ORB_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#1153",1,372,1694,166,20,6,14,9960,14,297,2,1.0,2,1.0,1,0.044128862590401,1,0.044128862590401
agast.MUT1117.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1744",1,1378,1528,18,20,0,20,1299,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT1160.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1809",1,1366,1455,19,20,0,20,1279,0,297,297,0.0,297,0.0,297,0.0,297,0.0
agast.MUT1176.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12d(cv::InputArray _img, int & keypoints, int threshold)#1831",1,1375,1348,27,6,0,6,1369,3,297,1,1.0,1,1.0,1,0.1067257559958289,1,0.1067257559958289
mser.MUT459.cpp,"opencv_features2d/modules/features2d/src/mser.cpp#extractMSER_8uC3(const class cv::Mat & src, int & msers, int & bboxvec, const class MSER_Impl::Params & params)#918",1,184,1336,67,11,1,10,1300,7,297,2,0.7071067811865475,2,0.7071067811865475,1,0.0130348449910325,2,0.0106648731744811
agast.MUT3475.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#5299",1,2284,1335,0,6,0,6,1238,2,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0945462930935085,1,0.0945462930935085
brisk.MUT920.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskScaleSpace::refine1D(const float s_05, const float s0, const float s05, float & max)#1916",1,1798,1490,101,20,1,19,4429,3,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0247716894977168,1,0.0247716894977168
orb.MUT313.cpp,"opencv_features2d/modules/features2d/src/orb.cpp#ORB_Impl::detectAndCompute(cv::InputArray _image, cv::InputArray _mask, int & keypoints, cv::OutputArray _descriptors, _Bool useProvidedKeypoints)#1096",17,1207,1519,104,20,0,20,5875,9,297,1,0.3638034375544994,1,0.3638034375544994,1,0.0298110290328122,1,0.0298110290328122
agast.MUT3382.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#5157",1,2282,1432,3,20,0,20,1141,6,297,1,0.7071067811865475,1,0.7071067811865475,1,0.039982367728177,1,0.039982367728177
brisk.MUT1113.cpp,"opencv_features2d/modules/features2d/src/brisk.cpp#BriskLayer::getAgastScore(float xf, float yf, int threshold_in, float scale_in)#2253",2,2048,1464,73,20,3,17,4680,14,297,1,0.7071067811865475,1,0.7071067811865475,1,0.0437425422896048,1,0.0437425422896048
agast.MUT2212.cpp,"opencv_features2d/modules/features2d/src/agast.cpp#AGAST_7_12s(cv::InputArray _img, int & keypoints, int threshold)#3401",1,2281,1466,0,20,0,20,1070,0,297,297,0.0,297,0.0,297,0.0,297,0.0
sift.dispatch.MUT91.cpp,"opencv_features2d/modules/features2d/src/sift.dispatch.cpp#SIFT_Impl::findScaleSpaceExtrema(const int & gauss_pyr, const int & dog_pyr, int & keypoints)#385",9,262,1126,98,20,0,20,1223,0,297,297,0.0,297,0.0,297,0.0,297,0.0
