bug_name,key,total # of functions,# of functions with same highest Binary score,Binary score of highest rank,rank of buggy function (Binary),Binary score of buggy function,# of functions with same highest GP13 score,GP13 score of highest rank,rank of buggy function (GP13),GP13 score of buggy function,# of functions with same highest Jaccard score,Jaccard score of highest rank,rank of buggy function (Jaccard),Jaccard score of buggy function,# of functions with same highest Naish1 score,Naish1 score of highest rank,rank of buggy function (Naish1),Naish1 score of buggy function,# of functions with same highest Naish2 score,Naish2 score of highest rank,rank of buggy function (Naish2),Naish2 score of buggy function,# of functions with same highest Ochiai score,Ochiai score of highest rank,rank of buggy function (Ochiai),Ochiai score of buggy function,# of functions with same highest Russel+Rao score,Russel+Rao score of highest rank,rank of buggy function (Russel+Rao),Russel+Rao score of buggy function,# of functions with same highest Wong1 score,Wong1 score of highest rank,rank of buggy function (Wong1),Wong1 score of buggy function
color_lab.MUT1956.cpp,"opencv_imgproc/modules/imgproc/src/color_lab.cpp#cvtLabtoBGR(const uchar * src_data, size_t src_step, uchar * dst_data, size_t dst_step, int width, int height, int depth, int dcn, _Bool swapBlue, _Bool isLab, _Bool srgb)#4401",654,23,1,23,1,9,2.0,9,2.0,9,1.0,9,1.0,9,1452,9,1452,9,1.0,9,1.0,9,1.0,9,1.0,23,0.0006882312456985,23,0.0006882312456985,23,1,23,1
histogram.MUT903.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#compareHist(cv::InputArray _H1, cv::InputArray _H2, int method)#2051",654,4,1,4,1,2,2.0,2,2.0,2,1.0,2,1.0,2,1451,2,1451,2,1.0,2,1.0,2,1.0,2,1.0,4,0.0006887052341597,4,0.0006887052341597,4,1,4,1
resize.MUT660.cpp,"opencv_imgproc/modules/imgproc/src/resize.cpp#resizeNN_bitexact(const class cv::Mat & src, class cv::Mat & dst, double , double )#1224",654,22,1,22,1,8,2.0,8,2.0,8,1.0,8,1.0,8,1452,8,1452,8,1.0,8,1.0,8,1.0,8,1.0,22,0.0006882312456985,22,0.0006882312456985,22,1,22,1
spatialgradient.MUT48.cpp,"opencv_imgproc/modules/imgproc/src/spatialgradient.cpp#spatialGradient(cv::InputArray _src, cv::OutputArray _dx, cv::OutputArray _dy, int ksize, int borderType)#188",654,21,1,21,1,2,2.0,2,2.0,2,1.0,2,1.0,2,1453,2,1453,2,1.0,2,1.0,2,1.0,2,1.0,21,0.0006877579092159,21,0.0006877579092159,21,1,21,1
contours_link.MUT145.cpp,opencv_imgproc/modules/imgproc/src/contours_link.cpp#LinkRunner::process(class cv::Mat & image)#330,654,24,1,24,1,14,2.0,14,2.0,14,1.0,14,1.0,14,1453,14,1453,14,1.0,14,1.0,14,1.0,14,1.0,24,0.0006877579092159,24,0.0006877579092159,24,1,24,1
histogram.MUT711.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcBackProj_8u(int & _ptrs, const int & _deltas, cv::Size imsize, const class cv::Mat & hist, int dims, const float ** _ranges, const double * _uniranges, float scale, _Bool uniform)#1522",654,8,1,8,1,3,2.0,3,2.0,3,1.0,3,1.0,3,1452,3,1452,3,1.0,3,1.0,3,1.0,3,1.0,8,0.0006882312456985,8,0.0006882312456985,8,1,8,1
histogram.MUT306.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcHist_8u(int & _ptrs, const int & _deltas, cv::Size imsize, class cv::Mat & hist, int dims, const float ** _ranges, const double * _uniranges, _Bool uniform)#556",654,4,1,4,1,2,5.0,2,5.0,2,1.0,2,1.0,2,1449,2,1449,2,4.0,2,4.0,2,1.0,2,1.0,4,0.0027529249827942,4,0.0027529249827942,4,4,4,4
color_lab.MUT1978.cpp,"opencv_imgproc/modules/imgproc/src/color_lab.cpp#cvtColorXYZ2BGR(cv::InputArray _src, cv::OutputArray _dst, int dcn, _Bool swapb)#4840",654,7,1,7,1,6,2.0,6,2.0,6,1.0,6,1.0,6,1453,6,1453,6,1.0,6,1.0,6,1.0,6,1.0,7,0.0006877579092159,7,0.0006877579092159,7,1,7,1
grabcut.MUT159.cpp,"opencv_imgproc/modules/imgproc/src/grabcut.cpp#initGMMs(const class cv::Mat & img, const class cv::Mat & mask, class (anonymous namespace)::GMM & bgdGMM, class (anonymous namespace)::GMM & fgdGMM)#381",654,18,1,18,1,18,2.0,18,2.0,18,1.0,18,1.0,18,1452,18,1452,18,1.0,18,1.0,18,1.0,18,1.0,18,0.0006882312456985,18,0.0006882312456985,18,1,18,1
resize.MUT697.cpp,"opencv_imgproc/modules/imgproc/src/resize.cpp#VResizeLinearVec_32f16s::operator()(const float ** src, short * dst, const float * beta, int width)#1310",654,52,1,52,1,3,2.0,3,2.0,3,1.0,3,1.0,3,1453,3,1453,3,1.0,3,1.0,3,1.0,3,1.0,52,0.0006877579092159,52,0.0006877579092159,52,1,52,1
samplers.MUT9.cpp,"opencv_imgproc/modules/imgproc/src/samplers.cpp#adjustRect(const uchar * src, size_t src_step, int pix_size, cv::Size src_size, cv::Size win_size, cv::Point ip, cv::Rect * pRect)#71",654,4,1,4,1,4,2.0,4,2.0,4,1.0,4,1.0,4,1453,4,1453,4,1.0,4,1.0,4,1.0,4,1.0,4,0.0006877579092159,4,0.0006877579092159,4,1,4,1
histogram.MUT201.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcHist_(int & _ptrs, const int & _deltas, cv::Size imsize, class cv::Mat & hist, int dims, const float ** _ranges, const double * _uniranges, _Bool uniform)#392",654,15,1,15,1,5,2.0,5,2.0,5,1.0,5,1.0,5,1453,5,1453,5,1.0,5,1.0,5,1.0,5,1.0,15,0.0006877579092159,15,0.0006877579092159,15,1,15,1
histogram.MUT18.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcHistLookupTables_8u(const class cv::Mat & hist, const class cv::SparseMat & shist, int dims, const float ** ranges, const double * uniranges, _Bool uniform, _Bool issparse, int & _tab)#85",654,2,1,2,1,1,5.0,1,5.0,1,1.0,1,1.0,1,1448,1,1448,1,4.0,1,4.0,1,1.0,1,1.0,2,0.0027548209366391,2,0.0027548209366391,2,4,2,4
resize.MUT590.cpp,"opencv_imgproc/modules/imgproc/src/resize.cpp#resizeNN(const class cv::Mat & src, class cv::Mat & dst, double fx, double fy)#1088",654,7,1,7,1,4,3.0,4,3.0,4,1.0,4,1.0,4,1452,4,1452,4,2.0,4,2.0,4,1.0,4,1.0,7,0.0013755158184319,7,0.0013755158184319,7,2,7,2
phasecorr.MUT152.cpp,"opencv_imgproc/modules/imgproc/src/phasecorr.cpp#divSpectrums(cv::InputArray _srcA, cv::InputArray _srcB, cv::OutputArray _dst, int flags, _Bool conjB)#291",654,4,1,4,1,2,2.0,2,2.0,2,1.0,2,1.0,2,1453,2,1453,2,1.0,2,1.0,2,1.0,2,1.0,4,0.0006877579092159,4,0.0006877579092159,4,1,4,1
histogram.MUT112.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcHist_(int & _ptrs, const int & _deltas, cv::Size imsize, class cv::Mat & hist, int dims, const float ** _ranges, const double * _uniranges, _Bool uniform)#275",654,15,1,15,1,5,2.0,5,2.0,5,1.0,5,1.0,5,1453,5,1453,5,1.0,5,1.0,5,1.0,5,1.0,15,0.0006877579092159,15,0.0006877579092159,15,1,15,1
histogram.MUT822.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcSparseBackProj_(int & _ptrs, const int & _deltas, cv::Size imsize, const class cv::SparseMat & hist, int dims, const float ** _ranges, const double * _uniranges, float scale, _Bool uniform)#1712",654,11,1,11,1,5,2.0,5,2.0,5,1.0,5,1.0,5,1453,5,1453,5,1.0,5,1.0,5,1.0,5,1.0,11,0.0006877579092159,11,0.0006877579092159,11,1,11,1
demosaicing.MUT371.cpp,opencv_imgproc/modules/imgproc/src/demosaicing.cpp#Bayer2RGB_Invoker::operator()(const class cv::Range & range)#922,654,6,1,6,1,4,2.0,4,2.0,4,1.0,4,1.0,4,1452,4,1452,4,1.0,4,1.0,4,1.0,4,1.0,6,0.0006882312456985,6,0.0006882312456985,6,1,6,1
templmatch.MUT73.cpp,"opencv_imgproc/modules/imgproc/src/templmatch.cpp#crossCorr(const class cv::Mat & img, const class cv::Mat & _templ, class cv::Mat & corr, cv::Point anchor, double delta, int borderType)#695",654,1,1,1,1,1,148.0,1,148.0,1,1.0,1,1.0,1,1307,1,1307,1,147.0,1,147.0,1,1.0,1,1.0,1,0.1011004126547455,1,0.1011004126547455,1,147,1,147
demosaicing.MUT280.cpp,opencv_imgproc/modules/imgproc/src/demosaicing.cpp#Bayer2RGB_Invoker::operator()(const class cv::Range & range)#787,654,5,1,5,1,4,3.0,4,3.0,4,1.0,4,1.0,4,1452,4,1452,4,2.0,4,2.0,4,1.0,4,1.0,5,0.0013755158184319,5,0.0013755158184319,5,2,5,2
emd_new.MUT152.cpp,opencv_imgproc/modules/imgproc/src/emd_new.cpp#EMDSolver::calcFlow(class cv::Mat * flow_)#439,654,14,1,14,1,12,6.0,12,6.0,12,1.0,12,1.0,12,1449,12,1449,12,5.0,12,5.0,12,1.0,12,1.0,14,0.0034387895460797,14,0.0034387895460797,14,5,14,5
rotcalipers.MUT107.cpp,"opencv_imgproc/modules/imgproc/src/rotcalipers.cpp#rotatingCalipers(const cv::Point2f * points, int n, int mode, float * out)#308",654,6,1,6,1,6,5.0,6,5.0,6,1.0,6,1.0,6,1450,6,1450,6,4.0,6,4.0,6,1.0,6,1.0,6,0.0027510316368638,6,0.0027510316368638,6,4,6,4
demosaicing.MUT266.cpp,"opencv_imgproc/modules/imgproc/src/demosaicing.cpp#Bayer2RGB_Invoker::Bayer2RGB_Invoker<T, SIMDInterpolator>(const class cv::Mat & _srcmat, class cv::Mat & _dstmat, int _start_with_green, int _blue, const cv::Size & _size)#758",654,6,1,6,1,4,2.0,4,2.0,4,1.0,4,1.0,4,1452,4,1452,4,1.0,4,1.0,4,1.0,4,1.0,6,0.0006882312456985,6,0.0006882312456985,6,1,6,1
resize.avx2.MUT83.cpp,opencv_imgproc/modules/imgproc/src/resize.avx2.cpp#resizeNNInvokerAVX2::operator()(const class cv::Range & range)#230,654,40,1,40,1,27,2.0,27,2.0,27,1.0,27,1.0,27,1452,27,1452,27,1.0,27,1.0,27,1.0,27,1.0,40,0.0006882312456985,40,0.0006882312456985,40,1,40,1
contours.MUT461.cpp,opencv_imgproc/modules/imgproc/src/contours.cpp#cvFindNextContour(CvContourScanner scanner)#1252,654,5,1,5,1,4,40.0,4,40.0,4,1.0,4,1.0,4,1415,4,1415,4,39.0,4,39.0,4,1.0,4,1.0,5,0.0268225584594222,5,0.0268225584594222,5,39,5,39
phasecorr.MUT77.cpp,"opencv_imgproc/modules/imgproc/src/phasecorr.cpp#divSpectrums(cv::InputArray _srcA, cv::InputArray _srcB, cv::OutputArray _dst, int flags, _Bool conjB)#183",654,1,1,1,1,1,5.0,1,5.0,1,1.0,1,1.0,1,1450,1,1450,1,4.0,1,4.0,1,1.0,1,1.0,1,0.0027510316368638,1,0.0027510316368638,1,4,1,4
demosaicing.MUT546.cpp,"opencv_imgproc/modules/imgproc/src/demosaicing.cpp#Bayer2RGB_VNG_8u(const class cv::Mat & srcmat, class cv::Mat & dstmat, int code)#1201",654,3,1,3,1,2,3.0,2,3.0,2,1.0,2,1.0,2,1452,2,1452,2,2.0,2,2.0,2,1.0,2,1.0,3,0.0013755158184319,3,0.0013755158184319,3,2,3,2
contours_approx.MUT42.cpp,"opencv_imgproc/modules/imgproc/src/contours_approx.cpp#calc_cosine(const int & ares, size_t i)#121",654,20,1,20,1,2,24.0,2,24.0,2,1.0,2,1.0,2,1431,2,1431,2,23.0,2,23.0,2,1.0,2,1.0,20,0.0158184319119669,20,0.0158184319119669,20,23,20,23
histogram.MUT364.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcHist_8u(int & _ptrs, const int & _deltas, cv::Size imsize, class cv::Mat & hist, int dims, const float ** _ranges, const double * _uniranges, _Bool uniform)#644",654,7,1,7,1,1,3.0,1,3.0,1,1.0,1,1.0,1,1452,1,1452,1,2.0,1,2.0,1,1.0,1,1.0,7,0.0013755158184319,7,0.0013755158184319,7,2,7,2
min_enclosing_triangle.MUT226.cpp,"opencv_imgproc/modules/imgproc/src/min_enclosing_triangle.cpp#distanceBtwPoints(const cv::Point2f & a, const cv::Point2f & b)#1277",654,53,1,53,1,47,2.0,47,2.0,47,1.0,47,1.0,47,1453,47,1453,47,1.0,47,1.0,47,1.0,47,1.0,53,0.0006877579092159,53,0.0006877579092159,53,1,53,1
phasecorr.MUT294.cpp,"opencv_imgproc/modules/imgproc/src/phasecorr.cpp#phaseCorrelate(cv::InputArray _src1, cv::InputArray _src2, cv::InputArray _window, double * response)#570",654,6,1,6,1,6,3.0,6,3.0,6,1.0,6,1.0,6,1451,6,1451,6,2.0,6,2.0,6,1.0,6,1.0,6,0.0013764624913971,6,0.0013764624913971,6,2,6,2
geometry.MUT151.cpp,"opencv_imgproc/modules/imgproc/src/geometry.cpp#intersectLineSegments(cv::Point2f a, cv::Point2f b, cv::Point2f c, cv::Point2f d, cv::Point2f & p, cv::Point2f & q)#349",654,6,1,6,1,6,8.0,6,8.0,6,1.0,6,1.0,6,1445,6,1445,6,7.0,6,7.0,6,1.0,6,1.0,6,0.0048209366391184,6,0.0048209366391184,6,7,6,7
phasecorr.MUT235.cpp,opencv_imgproc/modules/imgproc/src/phasecorr.cpp#fftShift(cv::InputOutputArray _out)#428,654,5,1,5,1,5,3.0,5,3.0,5,1.0,5,1.0,5,1452,5,1452,5,2.0,5,2.0,5,1.0,5,1.0,5,0.0013755158184319,5,0.0013755158184319,5,2,5,2
color_lab.MUT946.cpp,"opencv_imgproc/modules/imgproc/src/color_lab.cpp#RGB2Lab_f::operator()(const float * src, float * dst, int n)#2114",654,22,1,22,1,5,3.0,5,3.0,5,1.0,5,1.0,5,1452,5,1452,5,2.0,5,2.0,5,1.0,5,1.0,22,0.0013755158184319,22,0.0013755158184319,22,2,22,2
histogram.MUT21.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcHistLookupTables_8u(const class cv::Mat & hist, const class cv::SparseMat & shist, int dims, const float ** ranges, const double * uniranges, _Bool uniform, _Bool issparse, int & _tab)#90",654,2,1,2,1,1,5.0,1,5.0,1,1.0,1,1.0,1,1448,1,1448,1,4.0,1,4.0,1,1.0,1,1.0,2,0.0027548209366391,2,0.0027548209366391,2,4,2,4
min_enclosing_triangle.MUT124.cpp,"opencv_imgproc/modules/imgproc/src/min_enclosing_triangle.cpp#intersects(double angleGammaAndPoint, unsigned int polygonPointIndex, const int & polygon, unsigned int nrOfPoints, unsigned int c)#823",654,48,1,48,1,42,2.0,42,2.0,42,1.0,42,1.0,42,1453,42,1453,42,1.0,42,1.0,42,1.0,42,1.0,48,0.0006877579092159,48,0.0006877579092159,48,1,48,1
histogram.MUT32.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcHistLookupTables_8u(const class cv::Mat & hist, const class cv::SparseMat & shist, int dims, const float ** ranges, const double * uniranges, _Bool uniform, _Bool issparse, int & _tab)#106",654,5,1,5,1,5,4.0,5,4.0,5,1.0,5,1.0,5,1451,5,1451,5,3.0,5,3.0,5,1.0,5,1.0,5,0.0020632737276478,5,0.0020632737276478,5,3,5,3
color_lab.MUT1116.cpp,"opencv_imgproc/modules/imgproc/src/color_lab.cpp#Lab2RGBinteger::Lab2RGBinteger(int _dstcn, int blueIdx, const float * _coeffs, const float * _whitept, _Bool srgb)#2411",654,20,1,20,1,6,2.0,6,2.0,6,1.0,6,1.0,6,1452,6,1452,6,1.0,6,1.0,6,1.0,6,1.0,20,0.0006882312456985,20,0.0006882312456985,20,1,20,1
grabcut.MUT37.cpp,opencv_imgproc/modules/imgproc/src/grabcut.cpp#GMM::whichComponent(const cv::Vec3d color)#145,654,19,1,19,1,19,2.0,19,2.0,19,1.0,19,1.0,19,1452,19,1452,19,1.0,19,1.0,19,1.0,19,1.0,19,0.0006882312456985,19,0.0006882312456985,19,1,19,1
contours.MUT256.cpp,"opencv_imgproc/modules/imgproc/src/contours.cpp#icvTraceContour_32s(int * ptr, int step, int * stop_ptr, int is_hole)#857",654,27,1,27,1,2,5.0,2,5.0,2,1.0,2,1.0,2,1450,2,1450,2,4.0,2,4.0,2,1.0,2,1.0,27,0.0027510316368638,27,0.0027510316368638,27,4,27,4
resize.MUT942.cpp,"opencv_imgproc/modules/imgproc/src/resize.cpp#HResizeLinearVecU8_X4::operator()(const uchar ** src, int ** dst, int count, const int * xofs, const short * alpha, int , int dmax, int cn, int , int xmax)#1754",654,44,1,44,1,20,2.0,20,2.0,20,1.0,20,1.0,20,1452,20,1452,20,1.0,20,1.0,20,1.0,20,1.0,44,0.0006882312456985,44,0.0006882312456985,44,1,44,1
imgwarp.sse4_1.MUT159.cpp,"opencv_imgproc/modules/imgproc/src/imgwarp.sse4_1.cpp#WarpPerspectiveLine_SSE4_Impl::processNN(const double * M, short * xy, double X0, double Y0, double W0, int bw)#290",654,5,1,5,1,5,2.0,5,2.0,5,1.0,5,1.0,5,1451,5,1451,5,1.0,5,1.0,5,1.0,5,1.0,5,0.0006887052341597,5,0.0006887052341597,5,1,5,1
color_lab.MUT1511.cpp,"opencv_imgproc/modules/imgproc/src/color_lab.cpp#Luv2RGBfloat::operator()(const float * src, float * dst, int n)#3187",654,23,1,23,1,6,3.0,6,3.0,6,1.0,6,1.0,6,1451,6,1451,6,2.0,6,2.0,6,1.0,6,1.0,23,0.0013764624913971,23,0.0013764624913971,23,2,23,2
histogram.MUT900.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#compareHist(cv::InputArray _H1, cv::InputArray _H2, int method)#2048",654,4,1,4,1,2,3.0,2,3.0,2,1.0,2,1.0,2,1451,2,1451,2,2.0,2,2.0,2,1.0,2,1.0,4,0.0013764624913971,4,0.0013764624913971,4,2,4,2
samplers.MUT172.cpp,"opencv_imgproc/modules/imgproc/src/samplers.cpp#getRectSubPix(cv::InputArray _image, cv::Size patchSize, cv::Point2f center, cv::OutputArray _patch, int patchType)#395",654,2,1,2,1,2,2.0,2,2.0,2,1.0,2,1.0,2,1453,2,1453,2,1.0,2,1.0,2,1.0,2,1.0,2,0.0006877579092159,2,0.0006877579092159,2,1,2,1
color_lab.MUT738.cpp,"opencv_imgproc/modules/imgproc/src/color_lab.cpp#RGB2Lab_b::operator()(const uchar * src, uchar * dst, int n)#1726",654,14,1,14,1,3,3.0,3,3.0,3,1.0,3,1.0,3,1452,3,1452,3,2.0,3,2.0,3,1.0,3,1.0,14,0.0013755158184319,14,0.0013755158184319,14,2,14,2
phasecorr.MUT286.cpp,"opencv_imgproc/modules/imgproc/src/phasecorr.cpp#phaseCorrelate(cv::InputArray _src1, cv::InputArray _src2, cv::InputArray _window, double * response)#546",654,1,1,1,1,1,2.0,1,2.0,1,1.0,1,1.0,1,1451,1,1451,1,1.0,1,1.0,1,1.0,1,1.0,1,0.0006887052341597,1,0.0006887052341597,1,1,1,1
deriv.MUT72.cpp,"opencv_imgproc/modules/imgproc/src/deriv.cpp#Sobel(cv::InputArray _src, cv::OutputArray _dst, int ddepth, int dx, int dy, int ksize, double scale, double delta, int borderType)#425",654,18,1,18,1,2,140.0,2,140.0,2,1.0,2,1.0,2,1313,2,1313,2,139.0,2,139.0,2,1.0,2,1.0,18,0.0957300275482093,18,0.0957300275482093,18,139,18,139
color_lab.MUT339.cpp,"opencv_imgproc/modules/imgproc/src/color_lab.cpp#XYZ2RGB_i::operator()(const uchar * src, uchar * dst, int n)#716",654,10,1,10,1,9,2.0,9,2.0,9,1.0,9,1.0,9,1453,9,1453,9,1.0,9,1.0,9,1.0,9,1.0,10,0.0006877579092159,10,0.0006877579092159,10,1,10,1
emd_new.MUT91.cpp,"opencv_imgproc/modules/imgproc/src/emd_new.cpp#EMDSolver::calcSums(const class cv::Mat & sign1, const class cv::Mat & sign2)#299",654,14,1,14,1,14,6.0,14,6.0,14,1.0,14,1.0,14,1448,14,1448,14,5.0,14,5.0,14,1.0,14,1.0,14,0.0034411562284927,14,0.0034411562284927,14,5,14,5
contours.MUT454.cpp,opencv_imgproc/modules/imgproc/src/contours.cpp#cvFindNextContour(CvContourScanner scanner)#1241,654,11,1,11,1,6,2.0,6,2.0,6,1.0,6,1.0,6,1409,6,1409,6,1.0,6,1.0,6,1.0,6,1.0,11,0.000709219858156,11,0.000709219858156,11,1,11,1
resize.MUT1453.cpp,"opencv_imgproc/modules/imgproc/src/resize.cpp#computeResizeAreaTab(int ssize, int dsize, int cn, double scale, struct cv::DecimateAlpha * tab)#3289",654,10,1,10,1,8,4.0,8,4.0,8,1.0,8,1.0,8,1451,8,1451,8,3.0,8,3.0,8,1.0,8,1.0,10,0.0020632737276478,10,0.0020632737276478,10,3,10,3
resize.MUT861.cpp,"opencv_imgproc/modules/imgproc/src/resize.cpp#HResizeLinearVec_X4::operator()(const ST ** src, DT ** dst, int count, const int * xofs, const AT * alpha, int , int , int cn, int , int xmax)#1635",654,52,1,52,1,29,2.0,29,2.0,29,1.0,29,1.0,29,1452,29,1452,29,1.0,29,1.0,29,1.0,29,1.0,52,0.0006882312456985,52,0.0006882312456985,52,1,52,1
color_lab.MUT1432.cpp,"opencv_imgproc/modules/imgproc/src/color_lab.cpp#Luv2RGBfloat::Luv2RGBfloat(int _dstcn, int blueIdx, const float * _coeffs, const float * whitept, _Bool _srgb)#3055",654,34,1,34,1,22,2.0,22,2.0,22,1.0,22,1.0,22,1450,22,1450,22,1.0,22,1.0,22,1.0,22,1.0,34,0.0006891798759476,34,0.0006891798759476,34,1,34,1
phasecorr.MUT51.cpp,"opencv_imgproc/modules/imgproc/src/phasecorr.cpp#magSpectrums(cv::InputArray _src, cv::OutputArray _dst)#129",654,6,1,6,1,5,3.0,5,3.0,5,1.0,5,1.0,5,1452,5,1452,5,2.0,5,2.0,5,1.0,5,1.0,6,0.0013755158184319,6,0.0013755158184319,6,2,6,2
gabor.MUT2.cpp,"opencv_imgproc/modules/imgproc/src/gabor.cpp#getGaborKernel(cv::Size ksize, double sigma, double theta, double lambd, double gamma, double psi, int ktype)#55",654,15,1,15,1,1,2.0,1,2.0,1,1.0,1,1.0,1,1453,1,1453,1,1.0,1,1.0,1,1.0,1,1.0,15,0.0006877579092159,15,0.0006877579092159,15,1,15,1
templmatch.MUT53.cpp,"opencv_imgproc/modules/imgproc/src/templmatch.cpp#crossCorr(const class cv::Mat & img, const class cv::Mat & _templ, class cv::Mat & corr, cv::Point anchor, double delta, int borderType)#668",654,1,1,1,1,1,147.0,1,147.0,1,1.0,1,1.0,1,1307,1,1307,1,146.0,1,146.0,1,1.0,1,1.0,1,0.1004817618719889,1,0.1004817618719889,1,146,1,146
stackblur.MUT184.cpp,opencv_imgproc/modules/imgproc/src/stackblur.cpp#FUNCTIONNOTFOUND#401,654,8,1,8,1,1,4.0,1,4.0,1,1.0,1,1.0,1,1451,1,1451,1,3.0,1,3.0,1,1.0,1,1.0,8,0.0020632737276478,8,0.0020632737276478,8,3,8,3
sumpixels.dispatch.MUT72.cpp,"opencv_imgproc/modules/imgproc/src/sumpixels.dispatch.cpp#integral_(const T * src, size_t _srcstep, ST * sum, size_t _sumstep, QT * sqsum, size_t _sqsumstep, ST * tilted, size_t _tiltedstep, int width, int height, int cn)#288",654,6,1,6,1,4,2.0,4,2.0,4,1.0,4,1.0,4,1453,4,1453,4,1.0,4,1.0,4,1.0,4,1.0,6,0.0006877579092159,6,0.0006877579092159,6,1,6,1
phasecorr.MUT218.cpp,opencv_imgproc/modules/imgproc/src/phasecorr.cpp#fftShift(cv::InputOutputArray _out)#401,654,5,1,5,1,5,2.0,5,2.0,5,1.0,5,1.0,5,1452,5,1452,5,1.0,5,1.0,5,1.0,5,1.0,5,0.0006882312456985,5,0.0006882312456985,5,1,5,1
demosaicing.MUT469.cpp,"opencv_imgproc/modules/imgproc/src/demosaicing.cpp#Bayer2RGB_VNG_8u(const class cv::Mat & srcmat, class cv::Mat & dstmat, int code)#1090",654,3,1,3,1,2,3.0,2,3.0,2,1.0,2,1.0,2,1452,2,1452,2,2.0,2,2.0,2,1.0,2,1.0,3,0.0013755158184319,3,0.0013755158184319,3,2,3,2
histogram.MUT590.cpp,"opencv_imgproc/modules/imgproc/src/histogram.cpp#calcBackProj_(int & _ptrs, const int & _deltas, cv::Size imsize, const class cv::Mat & hist, int dims, const float ** _ranges, const double * _uniranges, float scale, _Bool uniform)#1333",654,12,1,12,1,7,2.0,7,2.0,7,1.0,7,1.0,7,1453,7,1453,7,1.0,7,1.0,7,1.0,7,1.0,12,0.0006877579092159,12,0.0006877579092159,12,1,12,1
corner.MUT225.cpp,"opencv_imgproc/modules/imgproc/src/corner.cpp#cvPreCornerDetect(const void * srcarr, void * dstarr, int aperture_size)#777",654,20,1,20,1,2,2.0,2,2.0,2,1.0,2,1.0,2,1453,2,1453,2,1.0,2,1.0,2,1.0,2,1.0,20,0.0006877579092159,20,0.0006877579092159,20,1,20,1
spatialgradient.MUT79.cpp,"opencv_imgproc/modules/imgproc/src/spatialgradient.cpp#spatialGradient(cv::InputArray _src, cv::OutputArray _dx, cv::OutputArray _dy, int ksize, int borderType)#228",654,21,1,21,1,2,2.0,2,2.0,2,1.0,2,1.0,2,1453,2,1453,2,1.0,2,1.0,2,1.0,2,1.0,21,0.0006877579092159,21,0.0006877579092159,21,1,21,1
templmatch.MUT155.cpp,"opencv_imgproc/modules/imgproc/src/templmatch.cpp#matchTemplateMask(cv::InputArray _img, cv::InputArray _templ, cv::OutputArray _result, int method, cv::InputArray _mask)#870",654,3,1,3,1,1,25.0,1,25.0,1,1.0,1,1.0,1,1430,1,1430,1,24.0,1,24.0,1,1.0,1,1.0,3,0.0165061898211829,3,0.0165061898211829,3,24,3,24
morph.dispatch.MUT138.cpp,"opencv_imgproc/modules/imgproc/src/morph.dispatch.cpp#morphologyEx(cv::InputArray _src, cv::OutputArray _dst, int op, cv::InputArray _kernel, cv::Point anchor, int iterations, int borderType, const cv::Scalar & borderValue)#1198",654,26,1,26,1,2,2.0,2,2.0,2,1.0,2,1.0,2,1453,2,1453,2,1.0,2,1.0,2,1.0,2,1.0,26,0.0006877579092159,26,0.0006877579092159,26,1,26,1
resize.MUT1001.cpp,"opencv_imgproc/modules/imgproc/src/resize.cpp#VResizeLinear::operator()(const WT ** src, T * dst, const AT * beta, int width)#1884",654,31,1,31,1,17,3.0,17,3.0,17,1.0,17,1.0,17,1452,17,1452,17,2.0,17,2.0,17,1.0,17,1.0,31,0.0013755158184319,31,0.0013755158184319,31,2,31,2
lsd.MUT192.cpp,"opencv_imgproc/modules/imgproc/src/lsd.cpp#LineSegmentDetectorImpl::region2rect(const int & reg, const double reg_angle, const double prec, const double p, struct cv::LineSegmentDetectorImpl::rect & rec)#703",654,43,1,43,1,20,3.0,20,3.0,20,1.0,20,1.0,20,1444,20,1444,20,2.0,20,2.0,20,1.0,20,1.0,43,0.0013831258644536,43,0.0013831258644536,43,2,43,2
contours.MUT238.cpp,"opencv_imgproc/modules/imgproc/src/contours.cpp#icvFetchContourEx(schar * ptr, int step, CvPoint pt, CvSeq * contour, int _method, int nbd, CvRect * _rect)#812",654,6,1,6,1,2,24.0,2,24.0,2,1.0,2,1.0,2,1421,2,1421,2,23.0,2,23.0,2,1.0,2,1.0,6,0.0159279778393351,6,0.0159279778393351,6,23,6,23
rotcalipers.MUT78.cpp,"opencv_imgproc/modules/imgproc/src/rotcalipers.cpp#rotatingCalipers(const cv::Point2f * points, int n, int mode, float * out)#242",654,6,1,6,1,6,2.0,6,2.0,6,1.0,6,1.0,6,1450,6,1450,6,1.0,6,1.0,6,1.0,6,1.0,6,0.0006891798759476,6,0.0006891798759476,6,1,6,1
