bug_name,key,total # of functions,# of functions with same highest Binary score,Binary score of highest rank,rank of buggy function (Binary),Binary score of buggy function,# of functions with same highest GP13 score,GP13 score of highest rank,rank of buggy function (GP13),GP13 score of buggy function,# of functions with same highest Jaccard score,Jaccard score of highest rank,rank of buggy function (Jaccard),Jaccard score of buggy function,# of functions with same highest Naish1 score,Naish1 score of highest rank,rank of buggy function (Naish1),Naish1 score of buggy function,# of functions with same highest Naish2 score,Naish2 score of highest rank,rank of buggy function (Naish2),Naish2 score of buggy function,# of functions with same highest Ochiai score,Ochiai score of highest rank,rank of buggy function (Ochiai),Ochiai score of buggy function,# of functions with same highest Russel+Rao score,Russel+Rao score of highest rank,rank of buggy function (Russel+Rao),Russel+Rao score of buggy function,# of functions with same highest Wong1 score,Wong1 score of highest rank,rank of buggy function (Wong1),Wong1 score of buggy function
tf_graph_simplifier.MUT138.cpp,opencv_dnn/modules/dnn/src/tensorflow/tf_graph_simplifier.cpp#L2NormalizeSubgraph::L2NormalizeSubgraph()#385,1095,78,1,78,1,43,3.0,43,3.0,43,1.0,43,1.0,43,2729,43,2729,43,2.0,43,2.0,43,1.0,43,1.0,78,0.0007323324789454,78,0.0007323324789454,78,2,78,2
flow_warp_layer.MUT38.cpp,"opencv_dnn/modules/dnn/src/layers/flow_warp_layer.cpp#FlowWarpLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#87",1095,30,1,30,1,5,2.0,5,2.0,5,1.0,5,1.0,5,2872,5,2872,5,1.0,5,1.0,5,1.0,5,1.0,30,0.0003480682213713,30,0.0003480682213713,30,1,30,1
slice_layer.MUT162.cpp,opencv_dnn/modules/dnn/src/layers/slice_layer.cpp#CropLayerImpl::CropLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#867,1095,22,1,22,1,5,19.0,5,19.0,5,1.0,5,1.0,5,2849,5,2849,5,18.0,5,18.0,5,1.0,5,1.0,22,0.0062783397279386,22,0.0062783397279386,22,18,22,18
reduce_layer.MUT31.cpp,"opencv_dnn/modules/dnn/src/layers/reduce_layer.cpp#ReduceLayerImpl::finalize(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr)#61",1095,107,1,107,1,2,37.0,2,37.0,2,1.0,2,1.0,2,2793,2,2793,2,36.0,2,36.0,2,1.0,2,1.0,107,0.0127253446447507,107,0.0127253446447507,107,36,107,36
pooling_layer.MUT82.cpp,"opencv_dnn/modules/dnn/src/layers/pooling_layer.cpp#PoolingLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#361",1095,25,1,25,1,6,307.0,6,307.0,6,1.0,6,1.0,6,2518,6,2518,6,306.0,6,306.0,6,1.0,6,1.0,25,0.108356940509915,25,0.108356940509915,25,306,25,306
resize_layer.MUT108.cpp,"opencv_dnn/modules/dnn/src/layers/resize_layer.cpp#ResizeLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#237",1095,18,1,18,1,1,7.0,1,7.0,1,1.0,1,1.0,1,2862,1,2862,1,6.0,1,6.0,1,1.0,1,1.0,18,0.002092050209205,18,0.002092050209205,18,6,18,6
permute_layer.MUT10.cpp,opencv_dnn/modules/dnn/src/layers/permute_layer.cpp#PermuteLayerImpl::PermuteLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#94,1095,16,1,16,1,2,79.0,2,79.0,2,1.0,2,1.0,2,2794,2,2794,2,78.0,2,78.0,2,1.0,2,1.0,16,0.027158774373259,16,0.027158774373259,16,78,16,78
pooling_layer.MUT309.cpp,opencv_dnn/modules/dnn/src/layers/pooling_layer.cpp#PoolingInvoker::operator()(const class cv::Range & r)#1032,1095,29,1,29,1,1,45.0,1,45.0,1,1.0,1,1.0,1,2829,1,2829,1,44.0,1,44.0,1,1.0,1,1.0,29,0.0153150017403411,29,0.0153150017403411,29,44,29,44
elementwise_layers.MUT276.cpp,opencv_dnn/modules/dnn/src/layers/elementwise_layers.cpp#CeluFunctor::calculate(float x)#2087,1095,112,1,112,1,2,3.0,2,3.0,2,1.0,2,1.0,2,2871,2,2871,2,2.0,2,2.0,2,1.0,2,1.0,112,0.0006961364427427,112,0.0006961364427427,112,2,112,2
prior_box_layer.MUT123.cpp,"opencv_dnn/modules/dnn/src/layers/prior_box_layer.cpp#PriorBoxLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#459",1095,25,1,25,1,11,4.0,11,4.0,11,1.0,11,1.0,11,2870,11,2870,11,3.0,11,3.0,11,1.0,11,1.0,25,0.0010442046641141,25,0.0010442046641141,25,3,25,3
convolution_layer.MUT119.cpp,"opencv_dnn/modules/dnn/src/layers/convolution_layer.cpp#ConvolutionLayerImpl::fuseWeights(const class cv::Mat & w_, const class cv::Mat & b_)#634",1095,116,1,116,1,3,3.0,3,3.0,3,1.0,3,1.0,3,2868,3,2868,3,2.0,3,2.0,3,1.0,3,1.0,116,0.0006968641114982,116,0.0006968641114982,116,2,116,2
flow_warp_layer.MUT31.cpp,"opencv_dnn/modules/dnn/src/layers/flow_warp_layer.cpp#FlowWarpLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#77",1095,30,1,30,1,5,2.0,5,2.0,5,1.0,5,1.0,5,2872,5,2872,5,1.0,5,1.0,5,1.0,5,1.0,30,0.0003480682213713,30,0.0003480682213713,30,1,30,1
onnx_importer.MUT1328.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseEinsum(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto)#3260",1095,82,1,82,1,1,14.0,1,14.0,1,1.0,1,1.0,1,2860,1,2860,1,13.0,1,13.0,1,1.0,1,1.0,82,0.004524886877828,82,0.004524886877828,82,13,82,13
pooling_layer.MUT306.cpp,opencv_dnn/modules/dnn/src/layers/pooling_layer.cpp#PoolingInvoker::operator()(const class cv::Range & r)#1026,1095,29,1,29,1,1,44.0,1,44.0,1,1.0,1,1.0,1,2829,1,2829,1,43.0,1,43.0,1,1.0,1,1.0,29,0.0149721448467966,29,0.0149721448467966,29,43,29,43
recurrent_layers.MUT363.cpp,opencv_dnn/modules/dnn/src/layers/recurrent_layers.cpp#GRULayerImpl::GRULayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#976,1095,8,1,8,1,2,4.0,2,4.0,2,1.0,2,1.0,2,2870,2,2870,2,3.0,2,3.0,2,1.0,2,1.0,8,0.0010442046641141,8,0.0010442046641141,8,3,8,3
slice_layer.MUT163.cpp,opencv_dnn/modules/dnn/src/layers/slice_layer.cpp#CropLayerImpl::CropLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#869,1095,22,1,22,1,1,7.0,1,7.0,1,1.0,1,1.0,1,2855,1,2855,1,6.0,1,6.0,1,1.0,1,1.0,22,0.0020971688220901,22,0.0020971688220901,22,6,22,6
recurrent_layers.MUT75.cpp,"opencv_dnn/modules/dnn/src/layers/recurrent_layers.cpp#LSTMLayerImpl::getMemoryShapes(const int & inputs, const int requiredOutputs, int & outputs, int & internals)#303",1095,10,1,10,1,1,18.0,1,18.0,1,1.0,1,1.0,1,2855,1,2855,1,17.0,1,17.0,1,1.0,1,1.0,10,0.0059192200557103,10,0.0059192200557103,10,17,10,17
darknet_io.MUT403.cpp,"opencv_dnn/modules/dnn/src/darknet/darknet_io.cpp#ReadDarknetFromCfgStream(std::istream & ifile, class cv::dnn::darknet::NetParameter * net)#816",1095,23,1,23,1,2,2.0,2,2.0,2,1.0,2,1.0,2,2872,2,2872,2,1.0,2,1.0,2,1.0,2,1.0,23,0.0003480682213713,23,0.0003480682213713,23,1,23,1
einsum_layer.MUT172.cpp,opencv_dnn/modules/dnn/src/layers/einsum_layer.cpp#LayerEinsumImpl::preProcessInputs(const class cv::_InputArray & inputs_arr)#617,1095,107,1,107,1,13,14.0,13,14.0,13,1.0,13,1.0,13,2860,13,2860,13,13.0,13,13.0,13,1.0,13,1.0,107,0.004524886877828,107,0.004524886877828,107,13,107,13
onnx_graph_simplifier.MUT126.cpp,opencv_dnn/modules/dnn/src/onnx/onnx_graph_simplifier.cpp#AttentionSubGraph::AttentionSubGraph()#438,1095,152,1,152,1,102,2.0,102,2.0,102,1.0,102,1.0,102,2310,102,2310,102,1.0,102,1.0,102,1.0,102,1.0,152,0.0004327131112072,152,0.0004327131112072,152,1,152,1
pooling_layer.MUT366.cpp,opencv_dnn/modules/dnn/src/layers/pooling_layer.cpp#PoolingInvoker::operator()(const class cv::Range & r)#1114,1095,40,1,40,1,6,2.0,6,2.0,6,1.0,6,1.0,6,2872,6,2872,6,1.0,6,1.0,6,1.0,6,1.0,40,0.0003480682213713,40,0.0003480682213713,40,1,40,1
quantization_utils.MUT8.cpp,"opencv_dnn/modules/dnn/src/int8layers/quantization_utils.cpp#broadcast1D2TargetMat(class cv::Mat & data, const cv::dnn::dnn4_v20240521::MatShape & targetShape, int axis)#33",1095,147,1,147,1,6,2.0,6,2.0,6,1.0,6,1.0,6,2872,6,2872,6,1.0,6,1.0,6,1.0,6,1.0,147,0.0003480682213713,147,0.0003480682213713,147,1,147,1
caffe_importer.MUT111.cpp,opencv_dnn/modules/dnn/src/caffe/caffe_importer.cpp#CaffeImporter::populateNet(class cv::dnn::dnn4_v20240521::Net dstNet)#407,1095,15,1,15,1,2,5.0,2,5.0,2,1.0,2,1.0,2,2869,2,2869,2,4.0,2,4.0,2,1.0,2,1.0,15,0.0013922728854855,15,0.0013922728854855,15,4,15,4
reshape_layer.MUT107.cpp,"opencv_dnn/modules/dnn/src/layers/reshape_layer.cpp#ReshapeLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#325",1095,21,1,21,1,1,46.0,1,46.0,1,1.0,1,1.0,1,2828,1,2828,1,45.0,1,45.0,1,1.0,1,1.0,21,0.0156630699617124,21,0.0156630699617124,21,45,21,45
einsum_layer.MUT317.cpp,"opencv_dnn/modules/dnn/src/layers/einsum_layer.cpp#LayerEinsumImpl::pairwiseOperandProcess(const class cv::Mat & left, const cv::dnn::dnn4_v20240521::MatShape & leftShapeOverride, const class cv::Mat & right, const cv::dnn::dnn4_v20240521::MatShape & rightShapeOverride, const cv::dnn::dnn4_v20240521::MatShape & reduceDims, _Bool isFinalPair)#1061",1095,109,1,109,1,2,8.0,2,8.0,2,1.0,2,1.0,2,2866,2,2866,2,7.0,2,7.0,2,1.0,2,1.0,109,0.0024364775495997,109,0.0024364775495997,109,7,109,7
onnx_importer.MUT371.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseSlice(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto)#1259",1095,85,1,85,1,1,16.0,1,16.0,1,1.0,1,1.0,1,2858,1,2858,1,15.0,1,15.0,1,1.0,1,1.0,85,0.0052210233205708,85,0.0052210233205708,85,15,85,15
reduce_layer.MUT135.cpp,"opencv_dnn/modules/dnn/src/layers/reduce_layer.cpp#ReduceInvoker::ReduceInvoker<Op>(const class cv::Mat & src_, class cv::Mat & dst_, int axes_)#380",1095,26,1,26,1,1,6.0,1,6.0,1,1.0,1,1.0,1,2867,1,2867,1,5.0,1,5.0,1,1.0,1,1.0,26,0.0017409470752089,26,0.0017409470752089,26,5,26,5
eltwise_layer.MUT204.cpp,opencv_dnn/modules/dnn/src/layers/eltwise_layer.cpp#EltwiseInvoker::operator()(const class cv::Range & r)#552,1095,42,1,42,1,1,9.0,1,9.0,1,1.0,1,1.0,1,2865,1,2865,1,8.0,1,8.0,1,1.0,1,1.0,42,0.0027845457709711,42,0.0027845457709711,42,8,42,8
attention_layer.MUT34.cpp,"opencv_dnn/modules/dnn/src/layers/attention_layer.cpp#AttentionLayerImpl::getMemoryShapes(const int & inputs, const int requiredOutputs, int & outputs, int & internals)#93",1095,117,1,117,1,4,3.0,4,3.0,4,1.0,4,1.0,4,2870,4,2870,4,2.0,4,2.0,4,1.0,4,1.0,117,0.0006963788300835,117,0.0006963788300835,117,2,117,2
concat_layer.MUT65.cpp,"opencv_dnn/modules/dnn/src/layers/concat_layer.cpp#ConcatLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#290",1095,28,1,28,1,3,6.0,3,6.0,3,1.0,3,1.0,3,2804,3,2804,3,5.0,3,5.0,3,1.0,3,1.0,28,0.0017799928800284,28,0.0017799928800284,28,5,28,5
darknet_io.MUT145.cpp,opencv_dnn/modules/dnn/src/darknet/darknet_io.cpp#setLayersParams::setSoftmax()#368,1095,14,1,14,1,3,2.0,3,2.0,3,1.0,3,1.0,3,2872,3,2872,3,1.0,3,1.0,3,1.0,3,1.0,14,0.0003480682213713,14,0.0003480682213713,14,1,14,1
softmax_layer.MUT103.cpp,"opencv_dnn/modules/dnn/src/int8layers/softmax_layer.cpp#SoftMaxLayerInt8Impl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#374",1095,21,1,21,1,2,6.0,2,6.0,2,1.0,2,1.0,2,2868,2,2868,2,5.0,2,5.0,2,1.0,2,1.0,21,0.0017403411068569,21,0.0017403411068569,21,5,21,5
recurrent_layers.MUT209.cpp,"opencv_dnn/modules/dnn/src/layers/recurrent_layers.cpp#LSTMLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#559",1095,14,1,14,1,1,4.0,1,4.0,1,1.0,1,1.0,1,2870,1,2870,1,3.0,1,3.0,1,1.0,1,1.0,14,0.0010442046641141,14,0.0010442046641141,14,3,14,3
torch_importer.MUT107.cpp,"opencv_dnn/modules/dnn/src/torch/torch_importer.cpp#TorchImporter::readTorchTensor(int indexTensor, int typeTensor)#428",1095,20,1,20,1,14,27.0,14,27.0,14,1.0,14,1.0,14,2847,14,2847,14,26.0,14,26.0,14,1.0,14,1.0,20,0.0090497737556561,20,0.0090497737556561,20,26,20,26
tf_graph_simplifier.MUT446.cpp,opencv_dnn/modules/dnn/src/tensorflow/tf_graph_simplifier.cpp#sortByExecutionOrder(tensorflow::GraphDef & net)#1022,1095,10,1,10,1,1,149.0,1,149.0,1,1.0,1,1.0,1,2725,1,2725,1,148.0,1,148.0,1,1.0,1,1.0,10,0.0515140967629655,10,0.0515140967629655,10,148,10,148
tf_importer.MUT56.cpp,"opencv_dnn/modules/dnn/src/tensorflow/tf_importer.cpp#setStrides(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const tensorflow::NodeDef & layer)#323",1095,61,1,61,1,2,32.0,2,32.0,2,1.0,2,1.0,2,2796,2,2796,2,31.0,2,31.0,2,1.0,2,1.0,61,0.0109656880084895,61,0.0109656880084895,61,31,61,31
pooling_layer.MUT216.cpp,opencv_dnn/modules/dnn/src/layers/pooling_layer.cpp#PoolingInvoker::operator()(const class cv::Range & r)#893,1095,57,1,57,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2870,1,2870,1,1.0,1,1.0,1,1.0,1,1.0,57,0.0003483106931382,57,0.0003483106931382,57,1,57,1
nary_eltwise_layers.MUT149.cpp,"opencv_dnn/modules/dnn/src/layers/nary_eltwise_layers.cpp#NaryEltwiseLayerImpl::binary_forward_impl(int ndims, const int & shape, const char * data1, const int & step1, const char * data2, const int & step2, char * data, const int & step, const Functor & op)#381",1095,27,1,27,1,2,4.0,2,4.0,2,1.0,2,1.0,2,2818,2,2818,2,3.0,2,3.0,2,1.0,2,1.0,27,0.0010634526763559,27,0.0010634526763559,27,3,27,3
pooling_layer.MUT304.cpp,opencv_dnn/modules/dnn/src/layers/pooling_layer.cpp#PoolingInvoker::operator()(const class cv::Range & r)#1024,1095,29,1,29,1,1,44.0,1,44.0,1,1.0,1,1.0,1,2829,1,2829,1,43.0,1,43.0,1,1.0,1,1.0,29,0.0149721448467966,29,0.0149721448467966,29,43,29,43
correlation_layer.MUT94.cpp,"opencv_dnn/modules/dnn/src/layers/correlation_layer.cpp#CorrelationLayerImpl::correlationKernelSubtraction(const class cv::Mat & input0, const class cv::Mat & input1, class cv::Mat & output, int item)#162",1095,35,1,35,1,8,2.0,8,2.0,8,1.0,8,1.0,8,2872,8,2872,8,1.0,8,1.0,8,1.0,8,1.0,35,0.0003480682213713,35,0.0003480682213713,35,1,35,1
convolution_layer.MUT445.cpp,"opencv_dnn/modules/dnn/src/layers/convolution_layer.cpp#DeConvolutionLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#2048",1095,36,1,36,1,14,8.0,14,8.0,14,1.0,14,1.0,14,2818,14,2818,14,7.0,14,7.0,14,1.0,14,1.0,36,0.0024778761061946,36,0.0024778761061946,36,7,36,7
recurrent_layers.MUT321.cpp,"opencv_dnn/modules/dnn/src/layers/recurrent_layers.cpp#RNNLayerImpl::finalize(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays )#884",1095,12,1,12,1,6,3.0,6,3.0,6,1.0,6,1.0,6,2871,6,2871,6,2.0,6,2.0,6,1.0,6,1.0,12,0.0006961364427427,12,0.0006961364427427,12,2,12,2
prior_box_layer.MUT127.cpp,"opencv_dnn/modules/dnn/src/layers/prior_box_layer.cpp#PriorBoxLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#468",1095,37,1,37,1,11,3.0,11,3.0,11,1.0,11,1.0,11,2870,11,2870,11,2.0,11,2.0,11,1.0,11,1.0,37,0.0006963788300835,37,0.0006963788300835,37,2,37,2
permute_layer.MUT58.cpp,opencv_dnn/modules/dnn/src/layers/permute_layer.cpp#PermuteInvoker::operator()(const class cv::Range & r)#258,1095,24,1,24,1,5,25.0,5,25.0,5,1.0,5,1.0,5,2816,5,2816,5,24.0,5,24.0,5,1.0,5,1.0,24,0.0084507042253521,24,0.0084507042253521,24,24,24,24
onnx_graph_simplifier.MUT231.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_graph_simplifier.cpp#GeluSubGraph::match(const Ptr<class cv::dnn::ImportGraphWrapper> & net, int nodeId, int & matchedNodesIds)#695",1095,118,1,118,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2871,1,2871,1,1.0,1,1.0,1,1.0,1,1.0,118,0.0003481894150417,118,0.0003481894150417,118,1,118,1
torch_importer.MUT284.cpp,opencv_dnn/modules/dnn/src/torch/torch_importer.cpp#TorchImporter::readTorchObject(int index)#789,1095,46,1,46,1,2,2.0,2,2.0,2,1.0,2,1.0,2,2872,2,2872,2,1.0,2,1.0,2,1.0,2,1.0,46,0.0003480682213713,46,0.0003480682213713,46,1,46,1
recurrent_layers.MUT52.cpp,opencv_dnn/modules/dnn/src/layers/recurrent_layers.cpp#LSTMLayerImpl::LSTMLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#230,1095,149,1,149,1,4,2.0,4,2.0,4,1.0,4,1.0,4,2872,4,2872,4,1.0,4,1.0,4,1.0,4,1.0,149,0.0003480682213713,149,0.0003480682213713,149,1,149,1
tf_importer.MUT745.cpp,"opencv_dnn/modules/dnn/src/tensorflow/tf_importer.cpp#TFImporter::parseFusedBatchNorm(tensorflow::GraphDef & net, const tensorflow::NodeDef & layer, class cv::dnn::dnn4_v20240521::LayerParams & layerParams)#1950",1095,38,1,38,1,1,13.0,1,13.0,1,1.0,1,1.0,1,2859,1,2859,1,12.0,1,12.0,1,1.0,1,1.0,38,0.0041797283176593,38,0.0041797283176593,38,12,38,12
reduce_layer.MUT7.cpp,opencv_dnn/modules/dnn/src/layers/reduce_layer.cpp#ReduceLayerImpl::ReduceLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#24,1095,16,1,16,1,1,17.0,1,17.0,1,1.0,1,1.0,1,2809,1,2809,1,16.0,1,16.0,1,1.0,1,1.0,16,0.0056637168141592,16,0.0056637168141592,16,16,16,16
prior_box_layer.MUT37.cpp,opencv_dnn/modules/dnn/src/layers/prior_box_layer.cpp#PriorBoxLayerImpl::getVariance(const class cv::dnn::dnn4_v20240521::LayerParams & params)#176,1095,27,1,27,1,13,3.0,13,3.0,13,1.0,13,1.0,13,2870,13,2870,13,2.0,13,2.0,13,1.0,13,1.0,27,0.0006963788300835,27,0.0006963788300835,27,2,27,2
gemm_layer.MUT58.cpp,"opencv_dnn/modules/dnn/src/layers/gemm_layer.cpp#GemmLayerImpl::finalize(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr)#155",1095,108,1,108,1,7,2.0,7,2.0,7,1.0,7,1.0,7,2850,7,2850,7,1.0,7,1.0,7,1.0,7,1.0,108,0.0003507541213609,108,0.0003507541213609,108,1,108,1
softmax_layer.MUT50.cpp,opencv_dnn/modules/dnn/src/int8layers/softmax_layer.cpp#SoftmaxInt8Invoker::operator()(const class cv::Range & r)#255,1095,36,1,36,1,6,7.0,6,7.0,6,1.0,6,1.0,6,2867,6,2867,6,6.0,6,6.0,6,1.0,6,1.0,36,0.0020884093282283,36,0.0020884093282283,36,6,36,6
onnx_importer.MUT641.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseLeakyRelu(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto)#1816",1095,110,1,110,1,1,4.0,1,4.0,1,1.0,1,1.0,1,2870,1,2870,1,3.0,1,3.0,1,1.0,1,1.0,110,0.0010442046641141,110,0.0010442046641141,110,3,110,3
convolution_layer.MUT23.cpp,"opencv_dnn/modules/dnn/src/layers/convolution_layer.cpp#BaseConvolutionLayerImpl::finalize(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr)#134",1095,111,1,111,1,1,5.0,1,5.0,1,1.0,1,1.0,1,2866,1,2866,1,4.0,1,4.0,1,1.0,1,1.0,111,0.0013937282229965,111,0.0013937282229965,111,4,111,4
einsum_layer.MUT330.cpp,"opencv_dnn/modules/dnn/src/layers/einsum_layer.cpp#LayerEinsumImpl::pairwiseOperandProcess(const class cv::Mat & left, const cv::dnn::dnn4_v20240521::MatShape & leftShapeOverride, const class cv::Mat & right, const cv::dnn::dnn4_v20240521::MatShape & rightShapeOverride, const cv::dnn::dnn4_v20240521::MatShape & reduceDims, _Bool isFinalPair)#1103",1095,109,1,109,1,2,8.0,2,8.0,2,1.0,2,1.0,2,2866,2,2866,2,7.0,2,7.0,2,1.0,2,1.0,109,0.0024364775495997,109,0.0024364775495997,109,7,109,7
nary_eltwise_layers.MUT57.cpp,opencv_dnn/modules/dnn/src/layers/nary_eltwise_layers.cpp#NaryEltwiseHelper::prepare_for_broadcast_op()#155,1095,26,1,26,1,7,8.0,7,8.0,7,1.0,7,1.0,7,2809,7,2809,7,7.0,7,7.0,7,1.0,7,1.0,26,0.0024857954545454,26,0.0024857954545454,26,7,26,7
einsum_layer.MUT40.cpp,opencv_dnn/modules/dnn/src/layers/einsum_layer.cpp#DiagonalDataAssignment(class cv::Mat input)#132,1095,115,1,115,1,10,3.0,10,3.0,10,1.0,10,1.0,10,2871,10,2871,10,2.0,10,2.0,10,1.0,10,1.0,115,0.0006961364427427,115,0.0006961364427427,115,2,115,2
tf_graph_simplifier.MUT386.cpp,opencv_dnn/modules/dnn/src/tensorflow/tf_graph_simplifier.cpp#RemoveIdentityOps(tensorflow::GraphDef & net)#866,1095,50,1,50,1,37,21.0,37,21.0,37,1.0,37,1.0,37,2723,37,2723,37,20.0,37,20.0,37,1.0,37,1.0,50,0.0072912869121399,50,0.0072912869121399,50,20,50,20
onnx_graph_simplifier.MUT544.cpp,opencv_dnn/modules/dnn/src/onnx/onnx_graph_simplifier.cpp#ExtractScalesSubgraph::ExtractScalesSubgraph()#1468,1095,138,1,138,1,99,3.0,99,3.0,99,1.0,99,1.0,99,2310,99,2310,99,2.0,99,2.0,99,1.0,99,1.0,138,0.0008650519031141,138,0.0008650519031141,138,2,138,2
pooling_layer.MUT215.cpp,opencv_dnn/modules/dnn/src/layers/pooling_layer.cpp#PoolingInvoker::operator()(const class cv::Range & r)#892,1095,57,1,57,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2870,1,2870,1,1.0,1,1.0,1,1.0,1,1.0,57,0.0003483106931382,57,0.0003483106931382,57,1,57,1
tf_importer.MUT77.cpp,"opencv_dnn/modules/dnn/src/tensorflow/tf_importer.cpp#setKSize(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const tensorflow::NodeDef & layer)#373",1095,61,1,61,1,2,24.0,2,24.0,2,1.0,2,1.0,2,2847,2,2847,2,23.0,2,23.0,2,1.0,2,1.0,61,0.0080139372822299,61,0.0080139372822299,61,23,61,23
recurrent_layers.MUT159.cpp,"opencv_dnn/modules/dnn/src/layers/recurrent_layers.cpp#LSTMLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#480",1095,12,1,12,1,2,13.0,2,13.0,2,1.0,2,1.0,2,2861,2,2861,2,12.0,2,12.0,2,1.0,2,1.0,12,0.0041768186564566,12,0.0041768186564566,12,12,12,12
onnx_importer.MUT1637.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseQAvgPool(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto)#3800",1095,132,1,132,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2872,1,2872,1,1.0,1,1.0,1,1.0,1,1.0,132,0.0003480682213713,132,0.0003480682213713,132,1,132,1
nary_eltwise_layers.MUT234.cpp,"opencv_dnn/modules/dnn/src/layers/nary_eltwise_layers.cpp#NaryEltwiseLayerImpl::trinary_forward_impl(int ndims, const int & shape, const char * data1, const int & step1, const char * data2, const int & step2, const char * data3, const int & step3, char * data, const int & step, const Functor & op)#545",1095,125,1,125,1,4,2.0,4,2.0,4,1.0,4,1.0,4,2872,4,2872,4,1.0,4,1.0,4,1.0,4,1.0,125,0.0003480682213713,125,0.0003480682213713,125,1,125,1
flow_warp_layer.MUT43.cpp,"opencv_dnn/modules/dnn/src/layers/flow_warp_layer.cpp#FlowWarpLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#93",1095,30,1,30,1,5,2.0,5,2.0,5,1.0,5,1.0,5,2872,5,2872,5,1.0,5,1.0,5,1.0,5,1.0,30,0.0003480682213713,30,0.0003480682213713,30,1,30,1
onnx_importer.MUT461.cpp,opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#transformBlobs(int & blobs)#1442,1095,86,1,86,1,3,16.0,3,16.0,3,1.0,3,1.0,3,2858,3,2858,3,15.0,3,15.0,3,1.0,3,1.0,86,0.0052210233205708,86,0.0052210233205708,86,15,86,15
einsum_layer.MUT282.cpp,opencv_dnn/modules/dnn/src/layers/einsum_layer.cpp#LayerEinsumImpl::processEquation(const int & inputs)#931,1095,103,1,103,1,4,3.0,4,3.0,4,1.0,4,1.0,4,2871,4,2871,4,2.0,4,2.0,4,1.0,4,1.0,103,0.0006961364427427,103,0.0006961364427427,103,2,103,2
